UNINUMBR,YEAR,CERT,BRNUM
491610,2023,20504,67
491610,2024,20504,67
491611,2022,20504,68
491611,2023,20504,68
491611,2024,20504,68
491613,2022,5568,15
491613,2023,5568,15
491613,2024,5568,15
491615,2022,58629,6
491615,2023,58629,6
491615,2024,58629,6
491616,2022,4063,57
491616,2023,4063,57
491616,2024,4063,57
491617,2022,28094,18
491617,2023,28094,18
491617,2024,28094,18
491619,2022,12627,5
491619,2023,12627,5
491619,2024,12627,5
491621,2022,8810,14
491621,2023,8810,14
491621,2024,14863,24
491624,2022,11492,6
491624,2023,11492,6
491624,2024,11492,6
491626,2022,17658,23
491626,2023,17658,23
491626,2024,17658,23
491627,2022,9888,8
491627,2023,9888,8
491627,2024,9888,8
491629,2022,7551,141
491629,2023,7551,141
491629,2024,7551,141
4918,2022,7614,17
4918,2023,7614,17
4918,2024,7614,17
491813,2022,4063,58
491813,2023,4063,58
491813,2024,4063,58
491814,2022,4432,13
491814,2023,4432,13
491814,2024,4432,13
491816,2022,588,1407
491816,2023,588,1407
491816,2024,588,1407
491820,2022,588,1410
491820,2023,588,1410
491820,2024,588,1410
491822,2022,20100,11
491822,2023,20100,11
491822,2024,20100,11
491824,2022,6976,69
491825,2022,16040,4
491825,2023,16040,4
491825,2024,16040,4
491827,2022,58208,2
491827,2023,58208,2
491827,2024,58208,2
491829,2022,3869,14
491829,2023,3869,14
491829,2024,3869,14
491830,2022,21292,29
491830,2023,21292,29
491830,2024,21292,29
491833,2022,11813,619
491833,2023,11813,619
491833,2024,11813,619
491835,2022,15310,45
491835,2023,15310,45
491835,2024,15310,45
491836,2022,15310,46
491836,2023,15310,46
491836,2024,15310,46
491839,2022,11813,620
491839,2023,11813,620
491839,2024,11813,620
491840,2022,11813,621
491840,2023,11813,621
491840,2024,11813,621
491841,2022,11813,622
491841,2023,11813,622
491841,2024,11813,622
491842,2022,11813,623
491842,2023,11813,623
491842,2024,11813,623
491844,2022,21292,30
491844,2023,21292,30
491844,2024,21292,30
491845,2022,17798,16
491845,2023,17798,16
491845,2024,17798,16
491848,2022,15555,18
491848,2023,15555,18
491848,2024,15555,18
491851,2022,21591,9
491851,2023,21591,9
491851,2024,21591,9
491853,2022,588,2089
491853,2023,588,2089
491853,2024,588,2089
491855,2022,588,2090
491855,2023,588,2090
491855,2024,588,2090
491856,2022,588,2091
491856,2023,588,2091
491856,2024,588,2091
491857,2022,588,2092
491858,2022,588,2093
491859,2022,22015,7
491859,2023,22015,7
491859,2024,22015,7
491860,2022,27677,117
491860,2023,27677,117
491860,2024,27677,117
491861,2022,27697,103
491861,2023,27697,103
491861,2024,27697,103
491863,2022,27727,2
491863,2023,27727,2
491863,2024,27727,2
491864,2022,29546,190
491864,2023,29546,190
491864,2024,29546,190
491866,2022,27981,121
491866,2023,27981,121
491866,2024,27981,121
491867,2022,29523,123
491870,2022,16416,52
491870,2023,16416,52
491870,2024,16416,52
491871,2022,9846,2474
491871,2023,9846,2474
491871,2024,9846,2474
491872,2022,18408,61
491872,2023,18408,61
491872,2024,18408,61
491882,2022,2829,8
491882,2023,2829,8
491882,2024,2829,8
491884,2022,58485,3
491884,2023,58485,3
491884,2024,58485,3
491885,2022,7900,28
491885,2023,7900,28
491885,2024,7900,28
491887,2022,28359,116
491887,2023,28359,116
491887,2024,28359,116
491892,2022,11063,1347
491892,2023,11063,1347
491892,2024,11063,1347
491896,2022,17393,62
491898,2022,28765,26
491898,2023,28765,26
491898,2024,28765,26
491900,2022,29523,114
491902,2022,28834,134
491902,2023,28834,134
491902,2024,28834,134
491903,2022,28834,135
491903,2023,28834,135
491903,2024,28834,135
491904,2022,28834,136
491904,2023,28834,136
491904,2024,28834,136
491905,2022,7759,75
491905,2023,7759,75
491905,2024,7759,75
491908,2022,1208,33
491908,2023,1208,33
491908,2024,1208,33
491909,2022,58218,1
491909,2023,58218,1
491909,2024,58218,1
491910,2022,25258,7
491910,2023,25258,7
491910,2024,25258,7
491911,2022,983,710
491911,2023,983,710
491911,2024,983,710
491914,2022,33555,418
491914,2023,33555,418
491914,2024,33555,418
491918,2022,2987,10
491918,2023,2987,10
491918,2024,2987,10
491922,2022,1768,47
491922,2023,1768,47
491922,2024,1768,47
491923,2022,58979,51
491923,2023,58979,51
491923,2024,58979,51
491927,2022,58979,55
491927,2023,58979,55
491927,2024,58979,55
491929,2022,58979,57
491933,2022,58979,61
491933,2023,58979,61
491933,2024,58979,61
491937,2022,58979,64
491937,2023,58979,64
491937,2024,58979,64
491938,2022,58979,65
491938,2023,58979,65
491938,2024,58979,65
491942,2022,58979,69
491950,2022,58979,77
491950,2023,58979,77
491950,2024,58979,77
491951,2022,58979,78
491951,2023,58979,78
491951,2024,58979,78
491955,2022,58979,82
491955,2023,58979,82
491955,2024,58979,82
491957,2022,58979,84
491957,2023,58979,84
491957,2024,58979,84
491961,2022,3126,7
491961,2023,3126,7
491961,2024,3126,7
491962,2022,16891,18
491962,2023,16891,18
491962,2024,16891,18
491963,2022,5981,6
491963,2023,5981,6
491963,2024,5981,6
491965,2022,14644,14
491965,2023,14644,14
491965,2024,14644,14
491967,2022,4977,1110
491967,2023,4977,1110
491967,2024,4977,1110
491968,2022,4977,1111
491968,2023,4977,1111
491968,2024,4977,1111
491969,2022,35207,7
491969,2023,35207,7
491969,2024,35207,7
491970,2022,35207,8
491970,2023,35207,8
491970,2024,35207,8
491972,2022,983,711
491972,2023,983,711
491972,2024,983,711
491975,2022,29042,115
491975,2023,29042,115
491975,2024,29042,115
491976,2022,29087,1
491976,2023,29087,1
491976,2024,29087,1
491978,2022,57957,1876
491982,2022,29672,106
491982,2023,29672,106
491982,2024,29672,106
491983,2022,29683,115
491983,2023,29683,115
491983,2024,29683,115
491984,2022,29696,4
491984,2023,29696,4
491984,2024,29696,4
491985,2022,29705,102
491985,2023,29705,102
491985,2024,29705,102
491986,2022,16022,286
491986,2023,32541,880
491986,2024,32541,880
491987,2022,16022,287
491987,2023,32541,881
491987,2024,32541,881
491989,2022,29845,138
491989,2023,29845,138
491989,2024,29845,138
491991,2022,58309,9
491991,2023,58309,9
491991,2024,58309,9
491995,2022,28094,24
491995,2023,28094,24
491995,2024,28094,24
491997,2022,29950,1116
491997,2023,29950,1116
491997,2024,29950,1116
491998,2022,29950,1117
491998,2023,29950,1117
491998,2024,29950,1117
491999,2022,8850,9
491999,2023,8850,9
491999,2024,8850,9
492,2022,6384,2509
492,2023,6384,2509
492,2024,6384,2509
4920,2022,7888,220
4920,2023,7888,220
4920,2024,7888,220
492001,2022,58228,4
492001,2023,58228,4
492001,2024,58228,4
492006,2022,803,295
492006,2023,803,295
492006,2024,803,295
4922,2022,7586,0
4922,2023,7586,0
4922,2024,7586,0
4923,2022,7590,0
4923,2023,7590,0
4923,2024,7590,0
492331,2022,18880,1
492331,2023,18880,1
492331,2024,18880,1
492332,2022,23220,516
492332,2023,23220,516
492332,2024,23220,516
492333,2022,23220,517
492333,2023,23220,517
492333,2024,23220,517
492334,2022,23220,518
492334,2023,23220,518
492334,2024,23220,518
492335,2022,23220,519
492335,2023,23220,519
492335,2024,23220,519
492336,2022,23220,520
492336,2023,23220,520
492336,2024,23220,520
492337,2022,23220,521
492337,2023,23220,521
492337,2024,23220,521
492338,2022,23220,522
492338,2023,23220,522
492338,2024,23220,522
492339,2022,23220,523
492339,2023,23220,523
492339,2024,23220,523
492341,2022,23220,525
492341,2023,23220,525
492341,2024,23220,525
492343,2022,23220,527
492343,2023,23220,527
492343,2024,23220,527
492344,2022,23220,528
492344,2023,23220,528
492344,2024,23220,528
492345,2022,23220,529
492345,2023,23220,529
492345,2024,23220,529
492346,2022,23220,530
492346,2023,23220,530
492346,2024,23220,530
492347,2022,23220,531
492347,2023,23220,531
492347,2024,23220,531
492349,2022,23220,533
492349,2023,23220,533
492349,2024,23220,533
492350,2022,23220,534
492350,2023,23220,534
492350,2024,23220,534
492351,2022,23220,535
492351,2023,23220,535
492351,2024,23220,535
492353,2022,23220,537
492353,2023,23220,537
492353,2024,23220,537
492354,2022,23220,538
492354,2023,23220,538
492354,2024,23220,538
492355,2022,23220,539
492355,2023,23220,539
492355,2024,23220,539
492356,2022,23220,540
492356,2023,23220,540
492356,2024,23220,540
492357,2022,23220,541
492357,2023,23220,541
492357,2024,23220,541
492358,2022,23220,542
492358,2023,23220,542
492358,2024,23220,542
492359,2022,23220,543
492359,2023,23220,543
492359,2024,23220,543
492360,2022,23220,544
492360,2023,23220,544
492360,2024,23220,544
492361,2022,23220,545
492361,2023,23220,545
492361,2024,23220,545
492362,2022,23220,546
492362,2023,23220,546
492362,2024,23220,546
492363,2022,23220,547
492363,2023,23220,547
492363,2024,23220,547
492364,2022,23220,548
492364,2023,23220,548
492364,2024,23220,548
492365,2022,23220,549
492365,2023,23220,549
492365,2024,23220,549
492366,2022,23220,550
492366,2023,23220,550
492366,2024,23220,550
492367,2022,23220,551
492367,2023,23220,551
492367,2024,23220,551
492369,2022,23220,553
492369,2023,23220,553
492369,2024,23220,553
492371,2022,23220,555
492371,2023,23220,555
492371,2024,23220,555
492373,2022,23220,557
492373,2023,23220,557
492373,2024,23220,557
492374,2022,23220,558
492374,2023,23220,558
492374,2024,23220,558
492375,2022,23220,559
492375,2023,23220,559
492375,2024,23220,559
492376,2022,23220,560
492376,2023,23220,560
492376,2024,23220,560
492377,2022,23220,561
492377,2023,23220,561
492377,2024,23220,561
492378,2022,23220,562
492378,2023,23220,562
492378,2024,23220,562
492379,2022,23220,563
492379,2023,23220,563
492379,2024,23220,563
492385,2022,57038,6
492385,2023,57038,6
492385,2024,57038,6
492388,2022,29995,102
492388,2023,29995,102
492388,2024,29995,102
4924,2022,9846,2796
4924,2023,9846,2796
4924,2024,9846,2796
492401,2022,57957,1877
492401,2023,57957,1877
492401,2024,57957,1877
492402,2022,57957,1878
492403,2022,57957,1879
492403,2023,57957,1879
492403,2024,57957,1879
492407,2022,4382,109
492412,2022,8527,7
492412,2023,8527,7
492412,2024,8527,7
492414,2022,13801,3
492414,2023,13801,3
492414,2024,13801,3
492415,2022,803,257
492415,2023,803,257
492415,2024,803,257
492416,2022,58504,1
492416,2023,58504,1
492416,2024,58504,1
492418,2022,30183,101
492418,2023,30183,101
492418,2024,30183,101
492420,2022,3705,61
492420,2023,3705,61
492420,2024,3705,61
492422,2022,30350,102
492422,2023,30350,102
492422,2024,30350,102
492424,2022,30441,107
492424,2023,30441,107
492424,2024,30441,107
492425,2022,6384,3852
492425,2023,6384,3852
492425,2024,6384,3852
492426,2022,9846,2584
492426,2023,9846,2584
492426,2024,9846,2584
492428,2022,9846,2585
492428,2023,9846,2585
492428,2024,9846,2585
492429,2022,6384,3854
492429,2023,6384,3854
492429,2024,6384,3854
492430,2022,9846,2586
492430,2023,9846,2586
492430,2024,9846,2586
492431,2022,6384,3855
492431,2023,6384,3855
492431,2024,6384,3855
492433,2022,6384,3856
492433,2023,6384,3856
492433,2024,6384,3856
492434,2022,6384,3857
492434,2023,6384,3857
492434,2024,6384,3857
492435,2022,57957,1880
492435,2023,57957,1880
492435,2024,57957,1880
492438,2022,30812,102
492438,2023,30812,102
492438,2024,30812,102
492439,2022,30812,103
492439,2023,30812,103
492439,2024,30812,103
492440,2022,12633,145
492440,2023,12633,145
492440,2024,12633,145
492442,2022,30895,117
492442,2023,30895,117
492442,2024,30895,117
492444,2022,30953,133
492444,2023,30953,133
492444,2024,30953,133
492445,2022,17514,48
492445,2023,17514,48
492445,2024,17514,48
492446,2022,9536,11
492446,2023,9536,11
492446,2024,9536,11
492447,2022,29012,160
492447,2023,29012,160
492447,2024,29012,160
492450,2022,32172,191
492450,2023,32172,191
492450,2024,32172,191
492451,2022,28332,138
492452,2022,4360,40
492452,2023,4360,40
492452,2024,4360,40
492453,2022,12248,8
492453,2023,12248,8
492453,2024,12248,8
492455,2022,22858,105
492455,2023,22858,105
492455,2024,22858,105
492456,2022,22858,106
492456,2023,22858,106
492456,2024,22858,106
492458,2022,31127,103
492458,2023,31127,103
492458,2024,31127,103
492459,2022,31189,105
492459,2023,31189,105
492459,2024,31189,105
492460,2022,31223,14
492460,2023,31223,14
492460,2024,31223,14
492461,2022,31313,107
492461,2023,31313,107
492461,2024,31313,107
492462,2022,31485,103
492462,2023,31485,103
492462,2024,31485,103
492463,2022,31516,102
492463,2023,31516,102
492463,2024,31516,102
492465,2022,27476,131
492465,2023,27476,131
492465,2024,27476,131
492467,2022,31945,66
492467,2023,31945,66
492467,2024,31945,66
492468,2022,31945,67
492468,2023,31945,67
492468,2024,31945,67
492469,2022,31945,68
492469,2023,31945,68
492469,2024,31945,68
492470,2022,31945,69
492470,2023,31945,69
492470,2024,31945,69
492471,2022,31945,70
492471,2023,31945,70
492471,2024,31945,70
492472,2022,31945,71
492472,2023,31945,71
492472,2024,31945,71
492473,2022,31945,72
492473,2023,31945,72
492473,2024,31945,72
492474,2022,31945,73
492474,2023,31945,73
492474,2024,31945,73
492475,2022,31945,74
492475,2023,31945,74
492475,2024,31945,74
492476,2022,31945,75
492476,2023,31945,75
492476,2024,31945,75
492477,2022,31945,76
492477,2023,31945,76
492477,2024,31945,76
492478,2022,58463,45
492479,2022,57483,8
492479,2023,57483,8
492479,2024,57483,8
492481,2022,131,150
492481,2023,131,150
492481,2024,131,150
492482,2022,12441,112
492482,2023,12441,112
492482,2024,12441,112
492483,2022,32178,105
492483,2023,32178,105
492483,2024,28088,412
492484,2022,32178,106
492484,2023,32178,106
492484,2024,28088,413
492485,2022,32232,135
492485,2023,32232,135
492488,2022,110,291
492488,2023,110,291
492488,2024,110,291
492489,2022,110,292
492489,2023,110,292
492489,2024,110,292
492490,2022,110,293
492490,2023,110,293
492490,2024,110,293
492491,2022,32282,102
492491,2023,32282,102
492491,2024,32282,102
492492,2022,32296,124
492492,2023,32296,124
492492,2024,32296,124
492495,2022,4297,1163
492495,2023,4297,1163
492495,2024,4297,1163
492499,2022,4297,1167
492499,2023,4297,1167
4925,2022,7593,0
4925,2023,7593,0
4925,2024,7593,0
492501,2022,20161,12
492501,2023,20161,12
492501,2024,20161,12
492502,2022,26610,90
492503,2022,28765,41
492503,2023,28765,41
492503,2024,28765,41
492506,2022,1417,5
492506,2023,1417,5
492506,2024,1417,5
492507,2022,3268,8
492507,2023,3268,8
492507,2024,3268,8
492508,2022,58823,17
492508,2023,58823,17
492508,2024,3832,710
492510,2022,26181,5
492510,2023,26181,5
492510,2024,26181,5
492512,2022,16032,18
492512,2023,16032,18
492512,2024,16032,18
492513,2022,57919,29
492513,2023,57919,29
492513,2024,57919,29
492515,2022,58428,2
492515,2023,58428,2
492515,2024,58428,2
492518,2022,4297,1168
492518,2023,4297,1168
492518,2024,4297,1168
492520,2022,4297,1170
492525,2022,13879,32
492525,2023,13879,32
492525,2024,13879,32
492526,2022,11813,624
492528,2022,28088,291
492528,2023,28088,291
492528,2024,28088,291
492531,2022,32541,248
492531,2023,32541,248
492531,2024,32541,248
492533,2022,32541,250
492533,2023,32541,250
492533,2024,32541,250
492534,2022,6384,3891
492534,2023,6384,3891
492534,2024,6384,3891
492535,2022,6384,3892
492535,2023,6384,3892
492535,2024,6384,3892
492538,2022,32541,255
492538,2023,32541,255
492538,2024,32541,255
492540,2022,32541,257
492540,2023,32541,257
492540,2024,32541,257
492541,2022,32541,258
492541,2023,32541,258
492541,2024,32541,258
492543,2022,32541,260
492543,2023,32541,260
492543,2024,32541,260
492548,2022,11063,782
492548,2023,11063,782
492548,2024,11063,782
492549,2022,33555,183
492549,2023,33555,183
492549,2024,33555,183
492550,2022,34589,39
492550,2023,34589,39
492555,2022,9967,4
492555,2023,9967,4
492555,2024,9967,4
492558,2022,22811,3
492558,2023,22811,3
492558,2024,22811,3
492559,2022,25158,35
492559,2023,25158,35
492559,2024,25158,35
492561,2022,25158,37
492561,2023,25158,37
492561,2024,25158,37
492562,2022,29011,102
492562,2023,29011,102
492562,2024,29011,102
492564,2022,913,93
492564,2023,913,93
492564,2024,913,93
492565,2022,35583,50
492565,2023,35583,50
492565,2024,35583,50
492566,2022,35583,51
492566,2023,35583,51
492566,2024,35583,51
492570,2022,4977,967
492570,2023,4977,967
492570,2024,4977,967
492573,2022,57077,1
492573,2023,57077,1
492573,2024,57077,1
492574,2022,57265,8
492579,2022,32245,183
492579,2023,32245,183
492579,2024,32245,183
492580,2022,12010,116
492580,2023,12010,116
492580,2024,12010,116
492581,2022,12010,117
492581,2023,12010,117
492581,2024,12010,117
492582,2022,12010,118
492582,2023,12010,118
492582,2024,12010,118
492597,2022,33555,420
492597,2023,33555,420
492597,2024,33555,420
4926,2022,57957,1492
4926,2023,57957,1492
4926,2024,57957,1492
492602,2022,34217,63
492602,2023,34217,63
492602,2024,34217,63
492604,2022,58536,1
492604,2023,58536,1
492604,2024,58536,1
492605,2022,58536,2
492605,2023,58536,2
492605,2024,58536,2
492606,2022,58536,3
492606,2023,58536,3
492606,2024,58536,3
492607,2022,58536,4
492607,2023,58536,4
492607,2024,58536,4
492609,2022,58536,6
492609,2023,58536,6
492609,2024,58536,6
492611,2022,58536,8
492611,2023,58536,8
492611,2024,58536,8
492676,2022,34102,34
492676,2023,34102,34
492676,2024,11578,30
492677,2022,4977,1112
492677,2023,4977,1112
492677,2024,4977,1112
492679,2022,16032,11
492679,2023,16032,11
492679,2024,16032,11
492680,2022,10458,2
492680,2023,10458,2
492680,2024,10458,2
492681,2022,1365,17
492681,2023,1365,17
492681,2024,1365,17
492682,2022,3832,687
492682,2023,3832,687
492682,2024,3832,687
492683,2022,20720,15
492683,2023,20720,15
492683,2024,20720,15
492684,2022,20720,16
492684,2023,20720,16
492684,2024,20720,16
492685,2022,21284,2
492685,2023,21284,2
492685,2024,21284,2
492686,2022,22939,13
492686,2023,22939,13
492687,2022,6672,1654
492687,2023,6672,1654
492687,2024,6672,1654
492688,2022,29809,107
492688,2023,29809,107
492688,2024,29809,107
492689,2022,22858,303
492689,2023,22858,303
492689,2024,22858,303
492690,2022,57624,2
492690,2023,57624,2
492690,2024,57624,2
492692,2022,11813,472
492692,2023,11813,472
492692,2024,11813,472
492696,2022,17509,14
492696,2023,17509,14
492696,2024,17509,14
492697,2022,16835,340
492697,2023,16835,340
492697,2024,16835,340
492698,2022,16835,341
492698,2023,16835,341
492698,2024,16835,341
492700,2022,16835,343
492700,2023,16835,343
492700,2024,16835,343
492701,2022,16604,35
492701,2023,16604,35
492701,2024,16604,35
492703,2022,21074,4
492703,2023,21074,4
492703,2024,21074,4
492704,2022,21883,11
492704,2023,21883,11
492704,2024,21883,11
492705,2022,22282,2
492705,2023,22282,2
492705,2024,22282,2
492706,2022,5510,208
492706,2023,5510,208
492706,2024,5510,208
492707,2022,24472,5
492707,2023,24472,5
492707,2024,24472,5
492708,2022,57614,4
492708,2023,57614,4
492708,2024,57614,4
492711,2022,58479,4
492711,2023,58479,4
492711,2024,58479,4
492715,2022,262,4
492715,2023,262,4
492715,2024,262,4
492718,2022,3250,21
492718,2023,3250,21
492718,2024,3250,21
492719,2022,3402,6
492719,2023,12614,69
492719,2024,12614,69
492720,2022,3402,7
492720,2023,12614,70
492720,2024,12614,70
492721,2022,12633,70
492721,2023,12633,70
492721,2024,12633,70
492722,2022,9846,2986
492722,2023,9846,2986
492722,2024,9846,2986
492723,2022,9846,2987
492723,2023,9846,2987
492723,2024,9846,2987
492725,2022,7586,6
492725,2023,7586,6
492725,2024,7586,6
492726,2022,7910,6
492726,2023,7910,6
492726,2024,7900,37
492729,2022,19008,32
492731,2022,22257,29
492731,2023,22257,29
492731,2024,22257,29
492732,2022,33826,66
492732,2023,57633,36
492732,2024,57633,36
492734,2022,58030,2
492734,2023,58030,2
492734,2024,58030,2
492735,2022,23030,27
492739,2022,19953,68
492739,2023,19953,68
492739,2024,12010,209
492740,2022,22939,14
492740,2023,22939,14
492740,2024,30788,361
492741,2022,58309,10
492741,2023,58309,10
492741,2024,58309,10
492742,2022,34656,15
492742,2023,34656,15
492742,2024,34656,15
492744,2022,19008,33
492745,2022,34656,7
492745,2023,34656,7
492745,2024,34656,7
492747,2022,9396,336
492747,2023,9396,336
492747,2024,9396,336
492748,2022,3113,2
492748,2023,3113,2
492748,2024,3113,2
492749,2022,3832,286
492749,2023,3832,286
492749,2024,3832,286
492750,2022,6947,12
492750,2023,6947,12
492750,2024,6947,12
492751,2022,17534,2191
492751,2023,17534,2191
492751,2024,17534,2191
492752,2022,17534,2192
492752,2023,17534,2192
492752,2024,17534,2192
492753,2022,30788,339
492753,2023,30788,339
492753,2024,30788,339
492754,2022,14225,1
492754,2023,14225,1
492754,2024,14225,1
492756,2022,19213,17
492756,2023,19213,17
492756,2024,19213,17
492757,2022,8273,208
492757,2023,8273,208
492758,2022,24897,13
492760,2022,30788,145
492760,2023,30788,145
492760,2024,30788,145
492761,2022,4977,560
492761,2023,4977,560
492761,2024,4977,560
492764,2022,57704,5
492764,2023,20241,22
492764,2024,20241,22
492765,2022,58259,1
492765,2023,58259,1
492765,2024,58259,1
492766,2022,58481,1
492766,2023,58481,1
492766,2024,58481,1
492767,2022,58481,2
492767,2023,58481,2
492767,2024,58481,2
492771,2022,57228,4
492771,2023,57228,4
492771,2024,57228,4
492774,2022,24015,11
492774,2023,24015,11
492774,2024,24015,11
492775,2022,57990,1
492775,2023,57990,1
492775,2024,57990,1
492776,2022,1768,42
492776,2023,1768,42
492776,2024,1768,42
492777,2022,2208,1
492777,2023,2208,1
492777,2024,2208,1
492778,2022,2208,2
492778,2023,2208,2
492778,2024,2208,2
492779,2022,3210,33
492779,2023,3210,33
492779,2024,3210,33
492780,2022,3603,44
492780,2023,3603,44
492780,2024,3603,44
492781,2022,3821,5
492781,2023,3821,5
492781,2024,3821,5
492782,2022,3821,6
492782,2023,3821,6
492782,2024,3821,6
492784,2022,11507,91
492784,2023,11507,91
492784,2024,11507,91
492785,2022,12944,6
492785,2023,12944,6
492785,2024,12944,6
492787,2022,34726,26
492787,2023,34726,26
492787,2024,58458,122
492788,2022,32773,169
492788,2023,32773,169
492788,2024,32773,169
492789,2022,23737,4
492789,2023,2315,36
492789,2024,2315,36
492791,2022,31146,2
492791,2023,31146,2
492791,2024,31146,2
492792,2022,33905,16
492792,2023,33905,16
492792,2024,33905,16
492793,2022,35218,3
492793,2023,35218,3
492794,2022,35412,3
492794,2023,35412,3
492794,2024,35412,3
492796,2022,57665,23
492796,2023,57665,23
492796,2024,57665,23
492798,2022,1208,39
492798,2023,1208,39
492798,2024,1208,39
492801,2022,1208,15
492801,2023,1208,15
492801,2024,1208,15
492804,2022,57957,1796
492804,2023,57957,1796
492804,2024,57957,1796
492806,2022,34259,10
492806,2023,34259,10
492806,2024,34259,10
492807,2022,34259,11
492807,2023,34259,11
492807,2024,34259,11
492898,2022,8810,15
492898,2023,8810,15
492898,2024,14863,25
492899,2022,8816,7
492899,2023,8816,7
492899,2024,8816,7
4929,2022,7599,0
4929,2023,7599,0
4929,2024,7599,0
492901,2022,12633,13
492901,2023,12633,13
492901,2024,12633,13
492911,2022,33539,14
492911,2023,33539,14
492911,2024,33539,14
492913,2022,34010,4
492913,2023,34010,4
492913,2024,34010,4
492914,2022,34010,5
492914,2023,34010,5
492914,2024,34010,5
492915,2022,6544,77
492915,2023,6544,77
492915,2024,6544,77
492916,2022,34403,8
492916,2023,34403,8
492916,2024,34403,8
492917,2022,4977,515
492917,2023,4977,515
492917,2024,4977,515
492919,2022,34899,5
492920,2022,35214,18
492920,2023,35214,18
492920,2024,35214,18
492921,2022,9889,35
492921,2023,9889,35
492921,2024,9889,35
492923,2022,31313,131
492923,2023,31313,131
492923,2024,31313,131
492925,2022,58563,1
492925,2023,58563,1
492925,2024,58563,1
492926,2022,58823,1
492926,2023,58823,1
492926,2024,3832,717
492933,2022,588,2094
492933,2023,588,2094
492933,2024,588,2094
492934,2022,5768,11
492934,2023,5768,11
492934,2024,5768,11
492935,2022,6531,9
492935,2023,6531,9
492935,2024,6531,9
492936,2022,6623,26
492936,2023,6623,26
492936,2024,6623,26
492937,2022,6837,26
492937,2023,6837,26
492937,2024,34589,252
492938,2022,16689,6
492938,2023,16689,6
492938,2024,16689,6
492942,2022,4977,1107
492942,2023,4977,1107
492942,2024,4977,1107
492943,2022,25858,11
492943,2023,25858,11
492943,2024,25858,11
492947,2022,34978,3
492947,2023,34978,3
492947,2024,34978,3
492948,2022,57033,3
492948,2023,57033,3
492948,2024,57033,3
492949,2022,57162,2
492949,2023,57162,2
492949,2024,29847,113
492950,2022,57665,13
492950,2023,57665,13
492950,2024,57665,13
492952,2022,26610,96
492952,2023,26610,96
492952,2024,26610,96
492956,2022,12633,102
492956,2023,12633,102
492956,2024,12633,102
492957,2022,12855,7
492957,2023,12855,7
492957,2024,12855,7
492958,2022,6863,4
492958,2023,6863,4
492958,2024,6863,4
492959,2022,34980,15
492959,2023,34980,15
492959,2024,34980,15
492960,2022,3076,45
492960,2023,3076,45
492960,2024,3076,45
492962,2022,529,5
492962,2023,529,5
492962,2024,529,5
492963,2022,6384,2168
492964,2022,6384,2169
492965,2022,6384,2170
492966,2022,2270,240
492966,2023,2270,240
492966,2024,2270,240
492968,2022,3342,5
492968,2023,3342,5
492968,2024,3342,5
492969,2022,3363,14
492969,2023,58629,50
492969,2024,58629,50
492970,2022,3363,15
492970,2023,58629,51
492970,2024,58629,51
492971,2022,3363,16
492971,2023,58629,52
492971,2024,58629,52
492972,2022,4214,113
492972,2023,4214,113
492972,2024,4214,113
492973,2022,4702,43
492973,2023,4702,43
492973,2024,4702,43
492974,2022,5015,14
492974,2023,5015,14
492974,2024,5015,14
492975,2022,6600,126
492975,2023,6600,126
492975,2024,6600,126
492976,2022,6600,127
492976,2023,6600,127
492976,2024,6600,127
492977,2022,6600,128
492977,2023,6600,128
492977,2024,6600,128
492978,2022,6976,15
492978,2023,6976,15
492978,2024,6976,15
492979,2022,7493,10
492979,2023,7493,10
492979,2024,7493,10
492980,2022,19716,8
492980,2023,19716,8
492980,2024,19716,8
492981,2022,9314,28
492981,2023,6544,185
492981,2024,6544,185
492982,2022,9396,234
492982,2023,9396,234
492982,2024,9396,234
492983,2022,9396,235
492983,2023,9396,235
492983,2024,9396,235
492984,2022,9396,236
492985,2022,9396,237
492985,2023,9396,237
492985,2024,9396,237
492986,2022,9396,238
492990,2022,15059,7
492990,2023,15059,7
492990,2024,15059,7
492992,2022,26381,18
492992,2023,26381,18
492992,2024,26381,18
492993,2022,3076,80
492993,2023,3076,80
492993,2024,3076,80
492994,2022,20484,12
492994,2023,20484,12
492994,2024,20484,12
492995,2022,4214,168
492995,2023,4214,168
492995,2024,4214,168
492996,2022,4214,169
492996,2023,4214,169
492996,2024,4214,169
492997,2022,4214,170
492997,2023,4214,170
492997,2024,4214,170
4930,2022,9846,3026
4930,2023,9846,3026
493003,2022,17838,172
493003,2023,17838,172
493003,2024,17838,172
493004,2022,27476,121
493004,2023,27476,121
493004,2024,27476,121
493005,2022,4977,1046
493005,2023,4977,1046
493005,2024,4977,1046
493007,2022,32489,125
493007,2023,32489,125
493007,2024,32489,125
493008,2022,4214,197
493008,2023,4214,197
493008,2024,4214,197
493009,2022,4214,198
493009,2023,4214,198
493009,2024,4214,198
493011,2022,34496,6
493011,2023,34496,6
493011,2024,34496,6
493012,2022,34918,2
493012,2023,34918,2
493012,2024,34918,2
493013,2022,4214,194
493013,2023,4214,194
493013,2024,4214,194
493014,2022,12437,164
493014,2023,12437,164
493014,2024,12437,164
493016,2022,27237,65
493016,2023,27237,65
493016,2024,27237,65
493021,2022,1105,189
493021,2023,1105,189
493021,2024,1105,189
493023,2022,12204,30
493023,2023,12204,30
493023,2024,12204,30
493027,2022,13198,8
493027,2023,13198,8
493027,2024,13198,8
493028,2022,492,2
493031,2022,3066,88
493031,2023,3066,88
