gate,N,G,K,beta_per_1ms,cr1_se,t_stat,df,p_two_sided,ci95_low,ci95_high,effect_pct_plus5ms,dropped_weather,dropped_cargo
PASS_E01_NEGATIVE_EXTREME_WIND_CARGO_ASSOCIATION,10165,126,215,-0.00629297513513,0.0021943611899,-2.8677936723,125,0.00485312732789,-0.0106358882708,-0.00195006199941,-3.09750077959,0,0
