PAIR_ID,CERT,STALPBR,CLASS,UNINUMBR,DEPSUMBR_2022,DEPSUMBR_2023,DEPSUMBR_2024,SHARE_2022,SHARE_2024,DELTA_LOG_SHARE
P001904,16620,WV,DECLINE,208925,7603,7924,6433,0.0225711452711328,0.01923721008121912,-0.1598259040644525
P001904,16620,WV,GAIN,550613,8932,12234,10693,0.02651656840217785,0.03197629214961543,0.1872249975495918
P001905,16636,CT,DECLINE,10776,217638,161091,150690,0.2699463054449925,0.2024309445702725,-0.2878242565789706
P001905,16636,CT,GAIN,522184,40025,38713,43521,0.04964482707723755,0.0584643781182748,0.1635234504213371
P001906,16636,CT,DECLINE,238519,93772,90572,86338,0.1163096745705614,0.1159830306742862,-0.002812349283416304
P001906,16636,CT,GAIN,643636,8226,20193,26650,0.01020308176233244,0.03580054862829492,1.255273409882862
P001907,16689,LA,DECLINE,501635,78875,75377,1894,0.1988308368667033,0.00450630502022365,-3.786976865482088
P001907,16689,LA,GAIN,629425,3245,3150,78837,0.008180108597558824,0.1875731620271235,3.132463540269502
P001908,16689,LA,DECLINE,238567,13663,12204,10793,0.03444216448950577,0.02567927670711397,-0.2935972128977392
P001908,16689,LA,GAIN,636454,850,865,2124,0.002142709493967642,0.005053533190578158,0.8580164934928698
P001909,16723,SC,DECLINE,482930,41621,29538,26482,0.05701202264536552,0.04224554485139401,-0.299763268257257
P001909,16723,SC,GAIN,238661,52764,54251,59000,0.07227559075611029,0.09412004932528686,0.2640846263312101
P001910,16723,SC,DECLINE,238655,142011,91003,95042,0.1945252239948825,0.151616232677524,-0.2492092978136257
P001910,16723,SC,GAIN,219261,81076,84557,90734,0.111057080512137,0.1447438738217047,0.2649214850972835
P001911,16723,SC,DECLINE,361135,76624,60371,54366,0.1049587761749715,0.08672763731556857,-0.1907950627201109
P001911,16723,SC,GAIN,238659,78040,75849,78919,0.1068983985787061,0.1258959351305477,0.163576816672089
P001912,16757,IN,DECLINE,238723,19792,16378,14761,0.06672082902113344,0.05893085276269563,-0.1241524138311506
P001912,16757,IN,GAIN,238722,10407,9309,9401,0.03508304707068187,0.03753193867773874,0.06747424420481328
P001913,16757,IN,DECLINE,238719,13996,12554,10531,0.04718192820229302,0.04204327690833599,-0.1153114518428597
P001913,16757,IN,GAIN,2827,44651,41885,43018,0.1505230263047003,0.1717422548706483,0.1318787635300776
P001914,1678,SD,DECLINE,451612,177454,100418,111738,0.2198830786158768,0.1169972608706578,-0.6309454210782635
P001914,1678,SD,GAIN,1103,105404,218568,270688,0.1306059937698101,0.2834286863068662,0.7747754342140776
P001915,1678,SD,DECLINE,533629,77433,103810,59838,0.09594715490472568,0.06265444249922517,-0.4261629815291343
P001915,1678,SD,GAIN,569857,27823,33131,50102,0.03447545220918966,0.0524601904825726,0.4198070648269273
P001916,16810,NE,DECLINE,13416,18326,6714,5317,0.02577935204162734,0.006955773213274185,-1.310001870122247
P001916,16810,NE,GAIN,11830,17910,17522,17307,0.02519416103162423,0.02264125766449808,-0.1068384602311854
P001917,16810,NE,DECLINE,12594,12116,9416,8148,0.01704368816634054,0.01065932671464323,-0.4693446829018585
P001917,16810,NE,GAIN,10993,17524,19540,16330,0.02465117129638096,0.0213631327012916,-0.1431577510707054
P001918,16810,NE,DECLINE,12181,36367,28503,24845,0.0511577919730362,0.03250257391081383,-0.4535955330788934
P001918,16810,NE,GAIN,10915,400525,469531,525340,0.5634221857728249,0.6872570810346925,0.1986791973903178
P001919,16817,TX,DECLINE,439652,29514,27639,16358,0.0662513889356544,0.04042346033519001,-0.4940461119216484
P001919,16817,TX,GAIN,10922,140396,155132,141235,0.3151531476929639,0.3490162257268958,0.1020597093466842
P001920,16817,TX,DECLINE,47834,29169,27106,23468,0.06547695208592882,0.05799350575536368,-0.1213671696251895
P001920,16817,TX,GAIN,518757,2192,2683,2178,0.004920479926372381,0.005382216445167126,0.08969419623182655
P001921,16820,MD,DECLINE,238875,83118,65617,60825,0.2154354170662547,0.1988368900047074,-0.08017633542878722
P001921,16820,MD,GAIN,238873,34993,36094,31047,0.09069914518394874,0.101492625137298,0.1124382046728226
P001922,16820,MD,DECLINE,10924,100451,78037,74054,0.2603612103241458,0.2420824833934829,-0.07279142879694241
P001922,16820,MD,GAIN,442220,23736,21519,21133,0.06152187323425277,0.06908376484125739,0.1159269775969178
P001923,16835,OK,DECLINE,12802,350714,275208,241060,0.1870530533178591,0.1564425638512932,-0.1787033457267215
P001923,16835,OK,GAIN,32558,40582,38765,67022,0.02164437977880939,0.04349578326740802,0.697918170778836
P001924,16835,OK,DECLINE,246943,87694,60379,62145,0.04677153024303659,0.04033071903484037,-0.1481612521668291
P001924,16835,OK,GAIN,455262,25932,30255,28678,0.013830813080284,0.01861138241984314,0.296874416602204
P001925,16835,OK,DECLINE,11227,312759,240250,238262,0.1668097820521573,0.1546267242526211,-0.07584015176207909
P001925,16835,OK,GAIN,361386,16803,16827,17643,0.008961867661114144,0.01144991352372176,0.2450035278722295
P001926,16835,TX,DECLINE,221639,145237,62230,56997,0.005197836633172424,0.002329345420302646,-0.802655214324384
P001926,16835,TX,GAIN,16233,140201,132827,146616,0.005017604975367206,0.005991882171747509,0.1774528584440034
P001927,16835,TX,DECLINE,188012,112743,45077,50880,0.004034920134220334,0.002079356720265955,-0.6629279314953097
P001927,16835,TX,GAIN,470239,107938,119900,121517,0.00386295565531762,0.004966139751897761,0.2512102241530735
P001928,16835,TX,DECLINE,12699,2617070,1501987,1326555,0.09366141078083791,0.05421346411266517,-0.546756973472729
P001928,16835,TX,GAIN,11540,432590,377222,513519,0.01548181351270034,0.02098642263432101,0.3042096741196563
P001929,16835,TX,DECLINE,533623,44449,30330,23180,0.001590769848646564,0.0009473169963790259,-0.5183395849362931
P001929,16835,TX,GAIN,43725,43991,54602,51340,0.001574378645454589,0.00209815593589729,0.2871981495726512
P001930,16835,TX,DECLINE,280436,68088,35645,37748,0.002436777823002706,0.001542679981851401,-0.4571554503444755
P001930,16835,TX,GAIN,359571,67756,85841,76292,0.002424895990121186,0.003117890780317025,0.2513681084611425
P001931,16835,TX,DECLINE,594327,187328,158078,104374,0.006704216837437594,0.004265542026749976,-0.4521674471115231
P001931,16835,TX,GAIN,36430,184437,211650,209225,0.006600751840869905,0.008550578022752445,0.2588153278359941
P001932,16835,TX,DECLINE,482928,23239,15900,12984,0.0008316925130531061,0.0005306282951244725,-0.4494010299146406
P001932,16835,TX,GAIN,538217,23444,31195,34096,0.0008390291869709118,0.001393430556882626,0.5072785184131762
P001933,16835,TX,DECLINE,357575,101803,66815,59168,0.003643392267582312,0.002418069544510535,-0.4099456763545253
P001933,16835,TX,GAIN,359979,94429,95380,110589,0.003379486738460852,0.004519535777073343,0.2906854389445999
P001934,16835,TX,DECLINE,2012,307899,219677,182990,0.01101929054935833,0.007478409713865312,-0.3876272589067571
P001934,16835,TX,GAIN,10936,323814,432037,543348,0.01158886696595286,0.02220547003229296,0.6502937634298562
P001935,16835,TX,DECLINE,1975,290229,206439,175621,0.01038690504629674,0.007177254453023335,-0.3696289608402981
P001935,16835,TX,GAIN,363919,347916,726217,746881,0.01245144508676726,0.03052342819553767,0.8966578389040535
P001936,16835,TX,DECLINE,35989,96320,71396,59388,0.003447163081770953,0.002427060473725521,-0.3508707541316639
P001936,16835,TX,GAIN,267450,93999,97322,100675,0.003364097617560089,0.004114371812358,0.2013264044930713
P001937,16835,TX,DECLINE,17612,62855,44583,39021,0.002249495800505744,0.001594704767718118,-0.3440174819459832
P001937,16835,TX,GAIN,12708,62713,79169,73141,0.002244413811743166,0.002989116153242378,0.2865333640371904
P001938,16835,TX,DECLINE,222297,112120,82094,71234,0.004012623803240856,0.002911181144092473,-0.3208864520979259
P001938,16835,TX,GAIN,16455,119890,123829,123215,0.004290701639052321,0.005035533378293429,0.1600691828863833
P001939,16835,TX,DECLINE,360954,223459,147068,145806,0.007997296668287534,0.005958779205092331,-0.294237939373041
P001939,16835,TX,GAIN,207838,155903,150453,156881,0.005579558408817866,0.006411390755346763,0.1389665788545613
P001940,16835,TX,DECLINE,246630,78925,74438,51662,0.002824619458355196,0.002111315386839225,-0.2910624911817956
P001940,16835,TX,GAIN,453664,78832,77082,121788,0.00282129111360224,0.004977214941976221,0.5676758641241718
P001941,16835,TX,DECLINE,439254,92681,65646,60954,0.003316928172566587,0.002491059542592198,-0.2863309663118203
P001941,16835,TX,GAIN,492697,92756,94726,94740,0.003319612321560906,0.003871821062853706,0.1538769497445144
P001942,16835,TX,DECLINE,518244,40032,27416,26720,0.001432691367207795,0.001091989221020171,-0.2715537439449577
P001942,16835,TX,GAIN,17440,40321,42675,42119,0.001443034287999238,0.001721313398209154,0.1763395619217652
P001943,16835,TX,DECLINE,17321,176002,152011,117664,0.006298874550642143,0.004808675887055293,-0.2699492118199906
P001943,16835,TX,GAIN,15976,134664,250410,248758,0.004819443202279937,0.01016620713482544,0.746410790879892
P001944,16835,TX,DECLINE,258275,233248,193197,159357,0.008347631795026072,0.006512579576875428,-0.2482422551708197
P001944,16835,TX,GAIN,11598,122830,164418,166727,0.004395920279629632,0.006813775705577474,0.4382695003679851
P001945,16835,TX,DECLINE,57124,34424,24244,23636,0.001231988599739237,0.0009659527405700887,-0.2432699803817724
P001945,16835,TX,GAIN,363152,33605,31619,33823,0.001202677692721271,0.001382273631084029,0.1391792206938935
P001946,16835,TX,DECLINE,280438,104482,71318,72096,0.003739270069659393,0.002946409239471193,-0.2383032018435772
P001946,16835,TX,GAIN,222302,93010,106498,110586,0.003328702639488334,0.004519413173493139,0.305799526214263
P001947,16835,TX,DECLINE,527540,68710,63664,47415,0.002459038365328926,0.001937749585129919,-0.238243073036196
P001947,16835,TX,GAIN,16282,70899,71734,70749,0.002537379727309788,0.002891360231959435,0.130595114752678
P001948,16835,TX,DECLINE,43282,113051,91381,78016,0.004045943039423671,0.003188346971074464,-0.2382120687984727
P001948,16835,TX,GAIN,272298,90044,97415,89845,0.003222553493926326,0.003671772887820258,0.1305005652975978
P001949,16835,TX,DECLINE,463969,132032,107539,94329,0.004725247466905964,0.003855024372365709,-0.203542604253429
P001949,16835,TX,GAIN,17022,86132,86490,88233,0.003082548282382638,0.003605893897390448,0.1568130811228158
P001950,16835,TX,DECLINE,238578,95248,90307,68372,0.003408797645478818,0.002794217328577513,-0.198807590645915
P001950,16835,TX,GAIN,15892,84861,88236,95396,0.003037060904092243,0.003898630379058393,0.2497350667053716
P001951,16835,TX,DECLINE,839,162924,133375,117883,0.005830830543339397,0.004817625948410211,-0.1908781855796161
P001951,16835,TX,GAIN,2008,81109,85939,82695,0.00290278187706977,0.003379567688333199,0.1520782533106159
P001952,16835,TX,DECLINE,2115,93194,79912,68526,0.00333528775168773,0.002800510979028004,-0.1747570649691874
P001952,16835,TX,GAIN,466153,80576,76714,109350,0.002883706524883475,0.004468900498448942,0.4380659503719927
P001953,16835,TX,DECLINE,365711,81723,63036,60537,0.002924756110169929,0.002474017644943792,-0.1673676899721749
P001953,16835,TX,GAIN,16753,72037,74341,96578,0.002578107214716924,0.003946936189658911,0.4258841377716437
P001954,16835,TX,DECLINE,454247,58473,45797,43459,0.00209266992193099,0.001776076330700435,-0.1640341026640171
P001954,16835,TX,GAIN,361811,57138,56275,58128,0.002044892069832109,0.00237556697003969,0.1498911227099799
P001955,16835,TX,DECLINE,463970,224056,180048,167448,0.008018662494282316,0.006843241432686589,-0.1585101236341044
P001955,16835,TX,GAIN,513458,65398,61702,78764,0.002340506345739792,0.003218916130405418,0.3186774043982334
P001956,16835,TX,DECLINE,40900,59613,47227,44572,0.002133468986644641,0.001821562258956253,-0.1580547702358836
P001956,16835,TX,GAIN,221638,56665,56369,62909,0.002027964036841269,0.002570956209025373,0.2372455432177357
P001957,16835,TX,DECLINE,7120,159658,114888,119477,0.005713944801800112,0.004882769317358795,-0.1571971016211738
P001957,16835,TX,GAIN,35348,64499,65497,66808,0.00230833234646122,0.002730299995430973,0.1678861557164545
P001958,16835,TX,DECLINE,463971,113862,100150,85290,0.004074967637215575,0.003485619785209971,-0.1562169327977807
P001958,16835,TX,GAIN,6622,64089,65261,70260,0.002293658998625608,0.002871375848386124,0.2246429461725716
P001959,16835,TX,DECLINE,357087,61236,47589,45928,0.002191553970881708,0.001876979077208624,-0.1549472573334012
P001959,16835,TX,GAIN,238587,52592,55060,52632,0.00188219685212311,0.002150957211105301,0.1334733245329309
P001960,16835,TX,DECLINE,264850,158758,126170,119073,0.005681735013868282,0.004866258701891274,-0.1549312381237918
P001960,16835,TX,GAIN,188013,49952,44516,70683,0.001787714807523075,0.002888662953194939,0.4798555887105477
P001961,16835,TX,DECLINE,463776,237162,201426,178046,0.008487708583876274,0.007276359013688526,-0.153988466385946
P001961,16835,TX,GAIN,612292,42139,44012,66575,0.001508098059621534,0.002720777784035101,0.5900684956990232
P001962,16835,TX,DECLINE,255221,37771,32034,28543,0.001351773222192386,0.001166491329924355,-0.1474168485903481
P001962,16835,TX,GAIN,260396,36800,34279,108625,0.001317022439879268,0.004439271299899555,1.215116780081769
P001963,16835,TX,DECLINE,466364,40329,34034,30631,0.001443320597225299,0.001251823421746589,-0.1423452034263867
P001963,16835,TX,GAIN,469121,40341,49216,43654,0.00144375006106439,0.001784045563413718,0.211639636278141
P001964,16835,TX,DECLINE,267469,43030,37312,32707,0.001539985749674046,0.001336665099248007,-0.1415953829070458
P001964,16835,TX,GAIN,469165,42015,42849,47101,0.001503660266617593,0.001924917077068529,0.2469805765104102
P001965,16835,TX,DECLINE,358480,42742,34776,32682,0.00152967861753586,0.001335643402746304,-0.1356445340673092
P001965,16835,TX,GAIN,284960,41807,45688,44275,0.001496216226740015,0.001809424504516021,0.1900694357150016
P001966,16835,TX,DECLINE,493398,37930,32917,29007,0.001357463618060343,0.001185454016995962,-0.1354921338601895
P001966,16835,TX,GAIN,196160,40897,39427,47176,0.001463648552275609,0.001927982166573638,0.2755416196440125
P001967,16835,TX,DECLINE,288446,36714,35663,28135,0.001313944615699115,0.001149817243016561,-0.1334307591521183
P001967,16835,TX,GAIN,256547,41404,44656,44473,0.001481793399477206,0.001817516340809509,0.2042178106065984
P001968,16835,TX,DECLINE,258272,68296,55477,52364,0.002444221862880284,0.002140004624607045,-0.1329188257190548
P001968,16835,TX,GAIN,522134,31681,32754,32980,0.001133820323853671,0.001347822025046604,0.1728972266979448
P001969,16835,TX,DECLINE,2160,43063,42240,33198,0.001541166775231546,0.001356731218541454,-0.1274614849218233
P001969,16835,TX,GAIN,283480,31599,33313,41066,0.001130885654286548,0.001678279541557423,0.39476809568189
P001970,16835,TX,DECLINE,12716,77446,63039,60004,0.002771688040187222,0.002452235075527484,-0.1224566509680539
P001970,16835,TX,GAIN,3745,31518,35078,36776,0.001127986773372684,0.001502956421865188,0.2869996889751452
P001971,16835,TX,DECLINE,260610,98983,75638,76999,0.003542468265395912,0.003146784357385186,-0.1184426417903285
P001971,16835,TX,GAIN,43959,30096,34425,31389,0.001077095308440393,0.001282801259678225,0.1747782821794432
P001972,16835,TX,DECLINE,3768,76340,65618,59395,0.002732105789684329,0.002427346548745998,-0.1182739579044829
P001972,16835,TX,GAIN,480407,29704,27927,30920,0.001063066156363418,0.001263634233306276,0.17283454851554
P001973,16835,TX,DECLINE,38844,35792,28920,27891,0.001280947477395618,0.00113984548515994,-0.1167073069348454
P001973,16835,TX,GAIN,42977,29326,29768,38443,0.001049538045432049,0.001571083144598744,0.4034151718775252
P001974,16835,TX,DECLINE,365109,33001,28917,25737,0.001181061346153688,0.001051816114573209,-0.1158951771076202
P001974,16835,TX,GAIN,474007,29303,33799,34215,0.001048714906407125,0.001398293832230732,0.2876872862154428
P001975,16835,TX,DECLINE,288825,233542,184680,182332,0.008358153659083803,0.007451518661940489,-0.1148196896703799
P001975,16835,TX,GAIN,35294,29014,31508,31110,0.001038371985615681,0.001271399126719219,0.2024638804639332
P001976,16835,TX,DECLINE,35691,113109,93494,88479,0.004048018781312611,0.003615947390967206,-0.1128736781608176
P001976,16835,TX,GAIN,242705,28761,28535,30531,0.001029317456341511,0.001247736635739777,0.1924352997860329
P001977,16835,TX,DECLINE,438745,57552,46486,45026,0.002059708572280751,0.00184011626742718,-0.1127357445833882
P001977,16835,TX,GAIN,530116,28683,31251,31654,0.00102652594138742,0.001293631242596276,0.2312729518107704
P001978,16835,TX,DECLINE,226004,21593,18277,16896,0.0007727843897911149,0.0006905033637109587,-0.1125792388977457
P001978,16835,TX,GAIN,196256,21640,22753,22599,0.0007744664564942216,0.000923572769679448,0.1760752452044844
P001979,16835,TX,DECLINE,288061,71169,59078,55753,0.002547042663689337,0.002278505802377905,-0.111413068125614
P001979,16835,TX,GAIN,43641,26853,28865,30425,0.0009610327059260319,0.001243404642572557,0.2576001339877771
P001980,16835,TX,DECLINE,246627,80715,65142,63297,0.00288868114768628,0.002586812938731803,-0.1103734552762943
P001980,16835,TX,GAIN,277270,26604,27618,26972,0.0009521213312648924,0.001102287921757338,0.1464507521212584
P001981,16835,TX,DECLINE,238577,147246,124255,115511,0.00526973603756692,0.004720687384328631,-0.1100258522834962
P001981,16835,TX,GAIN,363914,25275,25116,25506,0.0009045582110855568,0.001042375638897473,0.1418109953692709
P001982,16835,TX,DECLINE,463778,207482,176073,163024,0.007425501355191038,0.006662442019745225,-0.1084341180170362
P001982,16835,TX,GAIN,42239,22762,22877,22694,0.0008146213254492362,0.0009274552163859195,0.1297211351801973
P001983,16835,TX,DECLINE,463964,151968,122290,119840,0.005438730058249255,0.004897604350563523,-0.1047994109267043
P001983,16835,TX,GAIN,505430,21914,23849,29439,0.0007842725474868008,0.00120310893254539,0.4279076655803626
P001984,16835,TX,DECLINE,428534,56190,53383,44406,0.002010964426543914,0.001814778194184945,-0.1026511680096247
P001984,16835,TX,GAIN,510606,17442,21287,26074,0.0006242256901188638,0.001065588583416166,0.5347706001068909
P001985,16835,TX,DECLINE,285140,97992,89879,77971,0.003507001710017642,0.003186507917371399,-0.09583583832933903
P001985,16835,TX,GAIN,254561,16897,18381,17501,0.0006047208740934779,0.0007152284190521714,0.1678349724466055
P001986,16835,TX,DECLINE,17504,160234,136543,127666,0.005734559066076483,0.005217436223456631,-0.09450472658439141
P001986,16835,TX,GAIN,532012,12138,12861,15503,0.0004344026732406128,0.0006335744346360672,0.3774055678416595
P001987,16835,TX,DECLINE,17086,643452,501757,516452,0.02302828051590203,0.0211062880679008,-0.08715203947148846
P001987,16835,TX,GAIN,505431,8832,9730,10561,0.0003160853855710242,0.0004316054701794173,0.3114995229006958
P001988,16835,TX,DECLINE,256884,60022,53126,48347,0.002148106545826995,0.001975838430713407,-0.08359394760740516
P001988,16835,TX,GAIN,447952,5951,7107,7643,0.0002129782755359109,0.0003123530545006426,0.3829439652691298
P001989,16835,TX,DECLINE,441944,77296,75500,62395,0.002766319742198584,0.002549950128950359,-0.08144402218113544
P001989,16835,TX,GAIN,582678,3869,4180,4750,0.0001384662994536111,0.0001941223353235709,0.3378615839992717
P001990,16849,AR,DECLINE,478500,14559,9921,9723,0.01722006890866231,0.01040255746923526,-0.5040238142363704
P001990,16849,AR,GAIN,239013,15421,15170,19668,0.01823962378188622,0.02104263090660487,0.142954064701472
P001991,16849,AR,DECLINE,239010,16462,13582,12366,0.01947089596637125,0.01323028136013198,-0.386412591386777
P001991,16849,AR,GAIN,517917,24175,25899,35041,0.02859366480300236,0.03749007675403403,0.2708910951616923
P001992,16849,AR,DECLINE,218880,24402,20262,21275,0.02886215547147316,0.02276194694620798,-0.2374410896664064
P001992,16849,AR,GAIN,238058,27101,21203,34450,0.03205447403624269,0.03685777073075746,0.139629701913109
P001993,16849,AR,DECLINE,239011,19419,19211,17835,0.02296837132614283,0.019081519331874,-0.1853978173933295
P001993,16849,AR,GAIN,419343,30737,31185,105024,0.03635505584487626,0.1123643109790151,1.12841308686003
P001994,16849,AR,DECLINE,10948,375464,384430,347172,0.4440906623203508,0.3714364580591736,-0.1786509280375124
P001994,16849,AR,GAIN,558823,9738,10723,15722,0.01151789484391466,0.01682083806760432,0.378716579638354
P001995,16889,FL,DECLINE,467775,61922,45797,16107,0.04587107030521945,0.0130619255453214,-1.256133090417648
P001995,16889,FL,GAIN,493477,97053,122550,160344,0.07189569113291662,0.1300305078313165,0.5925527642282057
P001996,16889,FL,DECLINE,446203,285446,157750,142200,0.2114549519450869,0.1153166829667041,-0.6063298740056973
P001996,16889,FL,GAIN,493476,141672,173685,228504,0.1049489078563523,0.1853046647301249,0.5685276670202603
P001997,16889,FL,DECLINE,471113,62343,42580,34870,0.04618294202445489,0.02827772668810811,-0.4905360577138696
P001997,16889,FL,GAIN,641613,7309,25172,38603,0.005414418992617308,0.03130499235276849,1.754712006134984
P001998,16889,GA,DECLINE,57044,205452,163474,133646,0.01939661581677839,0.01214006778293836,-0.4685872393644777
P001998,16889,GA,GAIN,364222,183380,232967,215769,0.01731280984600209,0.01959991533945517,0.1240785657821888
P001999,16889,GA,DECLINE,260042,12707,10725,8407,0.001199661221033638,0.0007636708158206214,-0.4516576531412654
P001999,16889,GA,GAIN,607779,28474,50076,62912,0.002688215440915387,0.005714768450684779,0.7541762117611196
P002000,16889,GA,DECLINE,635004,1115687,1002579,764648,0.1053314258842651,0.06945870845433645,-0.4163793630105753
P002000,16889,GA,GAIN,35847,484419,484167,732443,0.04573374431666751,0.06653328694565283,0.3748659649000339
P002001,16889,GA,DECLINE,420142,55787,43650,40158,0.005266821479326638,0.00364785210202504,-0.3672885165594686
P002001,16889,GA,GAIN,364917,54618,57850,89263,0.00515645680100852,0.008108427266872383,0.4526542469926842
P002002,16889,GA,DECLINE,357205,447441,457879,343637,0.04224267068548927,0.03121512407947554,-0.3025281403539907
P002002,16889,GA,GAIN,13509,308385,305144,384292,0.02911446648685438,0.03490812241624102,0.1814843553380883
P002003,16889,GA,DECLINE,449888,33170,29459,27741,0.003131562343722813,0.002519922933469711,-0.2173037122673775
P002003,16889,GA,GAIN,294918,58794,58737,72572,0.005550710775907117,0.00659225864704819,0.1719700410541524
P002004,16889,GA,DECLINE,61818,434884,334322,374610,0.0410571708859678,0.03402863379499976,-0.1877631666370042
P002004,16889,GA,GAIN,430663,163918,168553,197388,0.01547541260953741,0.01793023135401461,0.1472357095234774
P002005,16889,GA,DECLINE,442551,86144,78257,76447,0.008132809964958035,0.006944253938032478,-0.1579919468833312
P002005,16889,GA,GAIN,419074,86749,194130,169027,0.008189927698390422,0.01535398917398741,0.6284702515208498
P002006,16889,GA,DECLINE,365485,144694,128943,129498,0.0136604848285387,0.01176327385596988,-0.1495250532446695
P002006,16889,GA,GAIN,461355,129266,145989,168718,0.01220393542127444,0.01532592038820312,0.2277870627394434
P002007,16889,GA,DECLINE,419123,59079,54865,53374,0.005577617476780226,0.004848360428643969,-0.1401211178799151
P002007,16889,GA,GAIN,431014,60715,69203,75388,0.005732071380739541,0.006848057031412514,0.1778880040765713
P002008,16889,GA,DECLINE,288986,122083,103785,110569,0.01152579214979536,0.01004381092357206,-0.1376307033871251
P002008,16889,GA,GAIN,445007,115043,99285,145659,0.01086114943349121,0.01323129860373687,0.197392979372748
P002009,16889,GA,DECLINE,260043,106679,95952,97552,0.01007150856997305,0.008861379258348193,-0.1280080788481752
P002009,16889,GA,GAIN,449885,85064,111001,106057,0.008030847730070467,0.009633952148624675,0.1820034485121987
P002010,16889,GA,DECLINE,287154,91613,88181,83785,0.008649135393291471,0.00761081947228866,-0.1278885117269163
P002010,16889,GA,GAIN,449886,82943,102854,108141,0.007830605229888493,0.009823257487053386,0.2267129837212134
P002011,16889,GA,DECLINE,127,268170,285371,245856,0.02531778937944368,0.02233294303489886,-0.1254444316546746
P002011,16889,GA,GAIN,362400,70945,72073,82845,0.006697880327869007,0.007525432227507955,0.116497140489956
P002012,16889,GA,DECLINE,468307,60824,62927,56346,0.005742362013705046,0.005118329462142111,-0.1150425174476319
P002012,16889,GA,GAIN,465931,63341,145639,169526,0.005979990666679129,0.01539931708371674,0.9459041560177831
P002013,16889,NC,DECLINE,445616,237778,156185,163368,0.07081130822446105,0.04601711980625083,-0.4310052116779267
P002013,16889,NC,GAIN,257523,109654,118645,118043,0.03265543150352451,0.03325007879933197,0.01804593972560337
P002014,16889,NC,DECLINE,470785,54229,55905,44513,0.01614962878695379,0.01253831872787598,-0.2531076105975012
P002014,16889,NC,GAIN,580029,55231,58060,61687,0.01644802868450912,0.0173758512651694,0.0548757507070986
P002015,16889,NC,DECLINE,559997,53401,50759,46386,0.01590304683568053,0.01306590102916575,-0.1965048540491828
P002015,16889,NC,GAIN,257528,55600,56763,61660,0.01655791846714176,0.01736824596771354,0.04777914996846135
P002016,16889,NC,DECLINE,541190,28394,27025,24768,0.00845585498122344,0.00697659286617465,-0.1922984290670721
P002016,16889,NC,GAIN,264864,62143,78153,84306,0.0185064519299207,0.02374711878939438,0.2493417847379485
P002017,16889,NC,DECLINE,224716,74331,73532,67792,0.02213609060397688,0.01909549352324418,-0.1477569695136025
P002017,16889,NC,GAIN,615835,69269,103570,125838,0.02062860529317343,0.03544575634260682,0.5413248185265915
P002018,16889,NC,DECLINE,257527,67437,67535,62252,0.02008302783576689,0.01753499915637534,-0.1356762366086358
P002018,16889,NC,GAIN,420234,81422,83115,89270,0.02424782081711541,0.02514536681053824,0.0363469071959296
P002019,16889,NC,DECLINE,617353,44104,54382,41471,0.01313436036105792,0.01168145521451587,-0.117229164735615
P002019,16889,NC,GAIN,429540,97207,147502,223023,0.02894866151862319,0.06282060201844594,0.774759108587865
P002020,16889,NC,DECLINE,358901,154327,157725,147052,0.04595924250501056,0.04142126672144358,-0.1039605333684765
P002020,16889,NC,GAIN,521465,101882,93242,127994,0.0303408965695924,0.03605305342834134,0.1724950357310127
P002021,16889,SC,DECLINE,478789,97138,69178,67793,0.03622142432851577,0.01941116812895386,-0.6238021988663245
P002021,16889,SC,GAIN,608034,100885,119080,118095,0.0376186290986258,0.03381413863066697,-0.1066203647421047
P002022,16889,SC,DECLINE,444324,46066,40874,37552,0.01717737788627939,0.01075226329530298,-0.4684770074520498
P002022,16889,SC,GAIN,442219,41442,43078,48678,0.01545315187694157,0.0139379706191084,-0.1031961724739115
P002023,16889,SC,DECLINE,219287,45999,51093,38422,0.01715239450768388,0.01100137037526979,-0.4441179406961145
P002023,16889,SC,GAIN,219285,80820,95758,101441,0.03013666653864239,0.02904559919415291,-0.03687560674584154
P002024,16889,SC,DECLINE,518149,157635,150691,138100,0.05877992365526965,0.0395421698200187,-0.3964326693504268
P002024,16889,SC,GAIN,219279,107641,100754,130314,0.04013784858804758,0.03731280461930425,-0.07298318910399754
P002025,16889,SC,DECLINE,219269,60309,59663,53831,0.02248839671218738,0.01541342899045204,-0.377760332705269
P002025,16889,SC,GAIN,629460,14402,23771,28254,0.005370307739291359,0.008089967169404841,0.4097394588827939
P002026,16889,SC,DECLINE,478321,54740,48768,49537,0.02041179319877857,0.0141839280693285,-0.364003334290535
P002026,16889,SC,GAIN,629459,13791,26040,24223,0.005142474241950225,0.006935771032225294,0.2991578937568906
P002027,16889,SC,DECLINE,616499,47129,52623,42861,0.01757375596757829,0.01227238914305447,-0.3590546970314951
P002027,16889,SC,GAIN,641233,10036,6160,124412,0.003742286381858637,0.03562288509520758,2.253291514391149
P002028,16889,SC,DECLINE,219268,103204,101296,97206,0.03848335230702857,0.0278329917416708,-0.324003669809915
P002028,16889,SC,GAIN,10978,267700,906773,888857,0.09982164850772789,0.254506404342595,0.9359409213759199
P002029,16889,TN,DECLINE,605574,27602,7886,10907,0.01097663498254603,0.00501684162980428,-0.7829683429269657
P002029,16889,TN,GAIN,360972,33092,33615,35720,0.01315987264844624,0.01642996085235252,0.2219343006726384
