PAIR_ID,CERT,STALPBR,CLASS,UNINUMBR,DEPSUMBR_2022,DEPSUMBR_2023,DEPSUMBR_2024,SHARE_2022,SHARE_2024,DELTA_LOG_SHARE
P000001,10044,WI,DECLINE,249661,17230,13858,14116,0.008103136990984966,0.006311091757175871,-0.2499425877998862
P000001,10044,WI,GAIN,221733,18809,17962,20763,0.008845728593350912,0.009282884539121749,0.04823763476609695
P000002,10044,WI,DECLINE,262169,28873,24737,25654,0.01357875068721468,0.01146959109794487,-0.1688068405692396
P000002,10044,WI,GAIN,207577,26887,30157,32155,0.0126447501031116,0.01437610905723931,0.1283256180946739
P000003,10044,WI,DECLINE,13631,126243,108692,112650,0.05937111567921736,0.05036444364167341,-0.164522397268572
P000003,10044,WI,GAIN,7861,47947,53763,56373,0.02254910675024702,0.02520368203650293,0.1112946432019427
P000004,10044,WI,DECLINE,8109,44939,43009,40148,0.0211344673962782,0.01794968205349227,-0.163332831739713
P000004,10044,WI,GAIN,233498,23714,24269,25905,0.01115251251330339,0.01158181014236618,0.03777096615780113
P000005,10044,WI,DECLINE,3596,121148,108564,108319,0.05697497621496499,0.04842810626562292,-0.1625318045228689
P000005,10044,WI,GAIN,6419,643614,755234,786465,0.3026867331001624,0.3516189273737122,0.1498496099584371
P000006,10044,WI,DECLINE,221732,78617,70220,70612,0.03697297276960331,0.0315697655963235,-0.1579873023822474
P000006,10044,WI,GAIN,270767,19424,19665,21011,0.009134958381479511,0.009393762320063916,0.02793725215675284
P000007,10044,WI,DECLINE,9543,60820,57723,54904,0.02860318002273393,0.02454691001955115,-0.1529319197159566
P000007,10044,WI,GAIN,475452,10543,12135,18242,0.004958292123967179,0.008155776128818522,0.4976650520900826
P000008,10044,WI,DECLINE,8237,28592,24526,26047,0.01344659854011852,0.01164529661371209,-0.143823803070345
P000008,10044,WI,GAIN,233497,7904,8089,8635,0.003717190642875518,0.003860603380788725,0.03785530808000365
P000009,1005,MI,DECLINE,221081,53008,47215,39264,0.02994781956280522,0.0226116111406413,-0.2809929777037385
P000009,1005,MI,GAIN,262578,46928,64510,67728,0.02651281460238688,0.0390036470897859,0.3860269708687732
P000010,1005,MI,DECLINE,579918,49291,42686,36945,0.02784783379999684,0.02127613013424492,-0.2691693890364651
P000010,1005,MI,GAIN,579917,37196,63266,60753,0.02101454679403304,0.03498683811194429,0.5097570344267706
P000011,1005,MI,DECLINE,187426,183790,165280,152870,0.1038354542229092,0.08803578328926841,-0.1650641151391396
P000011,1005,MI,GAIN,187428,85701,84064,96531,0.04841831580802842,0.05559090859355249,0.1381415054588122
P000012,1005,MI,DECLINE,6214,97163,89738,81508,0.05489397811992235,0.04693936432486223,-0.1565470062973752
P000012,1005,MI,GAIN,466289,31727,34990,36330,0.01792473723341989,0.0209219598802847,0.1546175921798387
P000013,1005,MI,DECLINE,187427,34116,29681,28811,0.019274445596979,0.01659186859650103,-0.1498674244674296
P000013,1005,MI,GAIN,557438,6539,6513,8323,0.003694325236213088,0.004793104103595088,0.2603803175101196
P000014,1005,MI,DECLINE,11090,52229,48306,44998,0.02950770955225162,0.02591374485805259,-0.1298780525168009
P000014,1005,MI,GAIN,602837,3059,5818,26814,0.001728236870710481,0.01544182307266595,2.189977873335903
P000015,1014,MI,DECLINE,187474,36597,21354,22109,0.01798719560565296,0.01037308187833059,-0.550445979694026
P000015,1014,MI,GAIN,187462,39842,38273,58080,0.01958209272127293,0.02724992516592521,0.3304352629545502
P000016,1014,MI,DECLINE,467994,47033,32300,29799,0.02311642404898423,0.01398106955956276,-0.5028391223943961
P000016,1014,MI,GAIN,187456,41265,38255,47001,0.02028148828229826,0.02205188933752842,0.08368971973241372
P000017,1014,MI,DECLINE,1039,96741,72330,67951,0.04754759379420372,0.0318811925783365,-0.3997149224372226
P000017,1014,MI,GAIN,187478,75399,82941,83928,0.03705813485997835,0.03937726789472746,0.06070080080029418
P000018,1014,MI,DECLINE,189870,56652,44939,40568,0.02784410212453075,0.01903365985074473,-0.3804121881618304
P000018,1014,MI,GAIN,612113,54567,68264,63648,0.02681933772204458,0.02986231468596432,0.1074741229433501
P000019,1014,MI,DECLINE,484901,44088,35106,34913,0.0216689750488299,0.01638045174445501,-0.2797928591965086
P000019,1014,MI,GAIN,612114,17704,35160,99244,0.008701404787345412,0.04656321579144423,1.677326386288269
P000020,1014,MI,DECLINE,458100,89579,77918,72151,0.04402751578432076,0.03385174501802117,-0.2628242476754798
P000020,1014,MI,GAIN,672,233615,256389,267009,0.114820304981682,0.1252750562780393,0.08714342917360642
P000021,1014,MI,DECLINE,4021,51227,46675,41994,0.02517774870319383,0.01970270932193291,-0.2452044611655515
P000021,1014,MI,GAIN,9340,240705,279232,301221,0.1183049954438532,0.1413266134367279,0.1778076219890411
P000022,10157,MI,DECLINE,441836,8834,7693,5387,0.02582391562355665,0.01733938457576928,-0.398320545587742
P000022,10157,MI,GAIN,228288,20567,21935,23908,0.06012230842536672,0.07695377880777649,0.2468240052828813
P000023,10157,MI,DECLINE,359383,37359,35175,30061,0.1092093800974024,0.0967587228015965,-0.1210464719476904
P000023,10157,MI,GAIN,481539,27708,29564,29294,0.08099717614868776,0.09428994463756921,0.1519602606239529
P000024,1022,WI,DECLINE,5543,49390,37460,35891,0.1499470221596136,0.132807643349812,-0.1213802553778973
P000024,1022,WI,GAIN,15621,28268,23958,25410,0.08582106544660775,0.09402474763920547,0.09129352599228829
P000025,1022,WI,DECLINE,187693,14369,11779,10754,0.04362398788037027,0.03979307894970546,-0.09191417837075981
P000025,1022,WI,GAIN,678,119499,106244,103271,0.3627965013373489,0.3821341878570794,0.05192974934385171
P000026,10248,ND,DECLINE,567188,69124,64661,51919,0.01836583302512828,0.01309897688763122,-0.3379579106528586
P000026,10248,ND,GAIN,264137,79878,91944,114117,0.02122310645190088,0.02879130848987484,0.3049830379333071
P000027,10248,ND,DECLINE,264125,70967,63466,59460,0.0188555070929674,0.01500154405397932,-0.2286518919620533
P000027,10248,ND,GAIN,264110,44741,61259,62209,0.01188741588127516,0.01569510686266397,0.2778686473651751
P000028,10248,ND,DECLINE,202161,976773,497582,833964,0.2595227391564959,0.2104061164721293,-0.209804774448209
P000028,10248,ND,GAIN,222036,343311,441443,428682,0.09121567764726887,0.1081549261377054,0.170337914151675
P000029,10248,ND,DECLINE,2561,62678,57355,55621,0.01665316941075444,0.01403297816727857,-0.1711904103565462
P000029,10248,ND,GAIN,641942,18869,36637,37904,0.005013380350546054,0.00956304281570858,0.645795554340005
P000030,10255,OH,DECLINE,222066,38133,32743,31869,0.05028655675617225,0.04086680874964415,-0.2074195685034021
P000030,10255,OH,GAIN,530111,80205,107119,108213,0.1057675316557521,0.1387655707811743,0.2715423800119591
P000031,10255,OH,DECLINE,222071,62623,61846,54083,0.0825818856041165,0.06935265046305202,-0.1745859891871629
P000031,10255,OH,GAIN,481905,80924,72925,89553,0.1067156876966534,0.1148371559809496,0.07334691617918737
P000032,10307,TN,DECLINE,6601,130565,140725,114308,0.1279351647533305,0.1099048807620308,-0.1519083388667687
P000032,10307,TN,GAIN,14616,66343,74503,89529,0.06500672182614183,0.08608036243958299,0.2807906296428388
P000033,10307,TN,DECLINE,17215,57028,50466,50427,0.05587934420061222,0.0484845629543595,-0.1419493407905724
P000033,10307,TN,GAIN,257679,51771,49532,59724,0.05072823049396603,0.05742344454134028,0.1239700913126413
P000034,10307,TN,DECLINE,257928,66805,55846,61823,0.06545941623977518,0.0594415915189753,-0.09643617594808516
P000034,10307,TN,GAIN,252337,37779,38359,42748,0.03701805682392735,0.04110135636014357,0.1046353065526065
P000035,10307,TN,DECLINE,964,107541,94760,100345,0.1053749132825636,0.09647973247774413,-0.0881916332314145
P000035,10307,TN,GAIN,366119,30392,32974,34236,0.02977984549598454,0.03291723674431261,0.1001645947158143
P000036,10307,TN,DECLINE,359635,28256,24474,26961,0.02768686872645891,0.02592246815817888,-0.06584815849542813
P000036,10307,TN,GAIN,362445,17963,18398,21821,0.01760118993960155,0.02098045983752907,0.1756250106640686
P000037,10308,TN,DECLINE,453562,55039,45815,47704,0.07303961250082941,0.06113984856019399,-0.1778380914472187
P000037,10308,TN,GAIN,510426,55364,56290,64812,0.07347090438590671,0.08306632284259796,0.1227498899516614
P000038,10308,TN,DECLINE,6602,229963,212409,212561,0.3051728485170194,0.2724288812217717,-0.113500738835219
P000038,10308,TN,GAIN,218820,21785,26635,28544,0.02890982681971999,0.03658342774824286,0.235413778415556
P000039,10308,TN,DECLINE,222184,38873,37413,37477,0.05158649061110743,0.04803241037419063,-0.07138382916605861
P000039,10308,TN,GAIN,647377,4917,16569,18376,0.006525114458231039,0.02355160693321576,1.283535558544358
P000040,10363,VA,DECLINE,222336,79201,64206,56961,0.03904933811714555,0.02708208924000319,-0.3659533307841645
P000040,10363,VA,GAIN,249505,79496,85182,97292,0.03919478520423483,0.04625745029649042,0.1656788310340613
P000041,10363,VA,DECLINE,451753,25534,23245,19387,0.01258930820928012,0.00921754295212412,-0.311739387951345
P000041,10363,VA,GAIN,252484,21069,25578,25288,0.01038788026401358,0.01202317151561947,0.1461959801580671
P000042,10363,VA,DECLINE,186009,39538,32605,32540,0.01949385399774877,0.01547113259721044,-0.2311233618931103
P000042,10363,VA,GAIN,458026,34333,39054,41375,0.01692757573232608,0.0196717305227284,0.1502386140104388
P000043,10363,VA,DECLINE,449825,22212,21563,19126,0.01095142609636289,0.009093450585563826,-0.1859152463622663
P000043,10363,VA,GAIN,590598,19246,20944,24373,0.009489066569899158,0.01158813505813799,0.1998414863910035
P000044,10363,VA,DECLINE,222334,54071,51106,47669,0.02665921846103177,0.02266421081058465,-0.1623479352345722
P000044,10363,VA,GAIN,251161,111594,121347,135036,0.05502041436149469,0.0642028230300218,0.1543428955845591
P000045,10363,VA,DECLINE,14140,221353,202064,199030,0.1091360985371967,0.09462874987162859,-0.142634374061729
P000045,10363,VA,GAIN,626860,15708,9938,18307,0.007744687606774186,0.008704057297391873,0.1167821347428579
P000046,10363,VA,DECLINE,252485,75973,70717,69074,0.03745780185570761,0.03284121121756958,-0.1315308492308342
P000046,10363,VA,GAIN,627464,12762,23919,53284,0.006292188899774138,0.02533386076551202,1.392832864132805
P000047,10384,WI,DECLINE,8489,72411,56221,54940,0.2453154908105361,0.1993627938369536,-0.2074188502109802
P000047,10384,WI,GAIN,231835,31161,39701,45812,0.105567883458965,0.1662396853159541,0.4540764432961499
P000048,10384,WI,DECLINE,6655,43208,35890,34037,0.1463809604471923,0.1235113107722677,-0.1698798044046416
P000048,10384,WI,GAIN,42156,16674,16138,20506,0.05648852375709325,0.0744108745981174,0.275564596933942
P000049,1040,IL,DECLINE,565030,47300,50553,25082,0.01044800746778513,0.005446547635359694,-0.6514293407393846
P000049,1040,IL,GAIN,219794,39056,44049,43895,0.008627005912511964,0.009531784086361286,0.09973440208421254
P000050,1040,IL,DECLINE,226138,120043,101938,74492,0.02651607104556723,0.01617591206655029,-0.4942277775034191
P000050,1040,IL,GAIN,508886,105427,115007,123200,0.02328757047158948,0.02675283744024856,0.1387207781710393
P000051,1040,IL,DECLINE,452619,23766,19774,17923,0.005249626754320958,0.003891973258454342,-0.2992406862617295
P000051,1040,IL,GAIN,262821,26900,37374,32034,0.005941890082101901,0.00695617203377372,0.1576020494949555
P000052,1040,IL,DECLINE,2409,175920,152942,141612,0.03885863580830358,0.03075099687977662,-0.2340079254582489
P000052,1040,IL,GAIN,477821,162549,161952,222959,0.03590514092771679,0.04841546982824983,0.298938900633097
P000053,1040,IL,DECLINE,6687,68471,59344,56360,0.01512442958407432,0.01223855453029552,-0.2117201135756648
P000053,1040,IL,GAIN,425127,71979,75201,91388,0.01589930506392612,0.01984487262978438,0.2216702663624871
P000054,1040,IL,DECLINE,280879,33807,32873,29255,0.007467564238127098,0.006352713143786295,-0.1616868850414778
P000054,1040,IL,GAIN,454745,37270,41360,41970,0.008232499753157541,0.009113771001357402,0.101696861210977
P000055,1040,IL,DECLINE,578,187321,170729,162220,0.04137698111782194,0.03522601696069092,-0.1609397867605013
P000055,1040,IL,GAIN,577863,852078,1106261,1041908,0.1882138965567741,0.2262499622702475,0.1840613520906609
P000056,1040,IL,DECLINE,12434,276884,259314,242387,0.06116038265772129,0.05263425331679811,-0.1501325261638354
P000056,1040,IL,GAIN,360679,38607,51007,45373,0.008527827152405505,0.009852731275782451,0.1444141046556105
P000057,1040,IL,DECLINE,43882,86803,83934,76452,0.01917375036418927,0.01660152538946334,-0.1440475930020302
P000057,1040,IL,GAIN,521979,15951,17696,18664,0.003523386197011428,0.004052881152474019,0.1400055088854628
P000058,1040,IL,DECLINE,2415,65694,63004,59085,0.01451102331054283,0.01283028733893739,-0.1231000146717192
P000058,1040,IL,GAIN,583272,9611,11114,12940,0.002122955597735367,0.002809916529844289,0.2803455105882522
P000059,1040,MO,DECLINE,423294,171844,103607,88088,0.1110987555987711,0.06415465636168054,-0.5491228218953542
P000059,1040,MO,GAIN,463850,47642,46571,49842,0.03080099924487706,0.03630002250452822,0.1642712287613136
P000060,1040,MO,DECLINE,589435,42461,33079,25353,0.02745143421637893,0.01846463766617118,-0.3965609895349254
P000060,1040,MO,GAIN,270105,44790,47389,55847,0.02895715453125485,0.0406734753182133,0.3397588603547704
P000061,1058,MO,DECLINE,187864,126037,104051,94701,0.06588888331263147,0.04089660652438656,-0.4769226474876254
P000061,1058,MO,GAIN,609120,141238,228510,256205,0.0738355728977161,0.1106420742608891,0.4044598019621053
P000062,1058,MO,DECLINE,588469,144594,132562,118515,0.07559000288571321,0.05118067731320337,-0.3899619728928567
P000062,1058,MO,GAIN,187802,70310,142994,156433,0.03675624924197751,0.06755555747488794,0.6086420744379436
P000063,1058,MO,DECLINE,358193,92861,85449,77238,0.04854532869946342,0.03335521372245878,-0.3752838801754804
P000063,1058,MO,GAIN,187866,41834,62592,73138,0.02186973305061708,0.03158462960243909,0.3675669688496509
P000064,1058,MO,DECLINE,708,599211,608739,588792,0.3132520105893128,0.2542696988279597,-0.2086125021269027
P000064,1058,MO,GAIN,538220,39953,75360,74337,0.02088639490776173,0.03210241749509851,0.4298333530216779
P000065,1060,MO,DECLINE,187809,9362,8612,7064,0.009535809194182362,0.006706375803882179,-0.3519954147029791
P000065,1060,MO,GAIN,187806,4447,4343,6853,0.004529560295506192,0.006506057953568031,0.3621088659483681
P000066,1060,MO,DECLINE,710,330116,338098,326016,0.3362447327437198,0.3095110155830199,-0.08284558305488661
P000066,1060,MO,GAIN,616817,65113,92892,107474,0.06632184832950183,0.1020329888372641,0.4307768006639707
P000067,10608,AR,DECLINE,485631,1817,1113,904,0.009799268695192587,0.004361818646774715,-0.8094186687424376
P000067,10608,AR,GAIN,643492,2414,13689,16437,0.01301895136499445,0.07930886404539379,1.806943807810605
P000068,10608,AR,DECLINE,577628,36552,29612,27663,0.1971287118033459,0.1334745456036825,-0.3899460847742995
P000068,10608,AR,GAIN,606455,12846,17960,20157,0.06927980498538469,0.09725794077769682,0.3392131830320788
P000069,10618,MO,DECLINE,432836,6579,6069,4970,0.008352843191525018,0.00649266668321404,-0.2519286454646426
P000069,10618,MO,GAIN,588116,10519,12581,15606,0.01335515390357983,0.02038723465960529,0.4230065824681134
P000070,10618,MO,DECLINE,466127,102155,86530,78098,0.1296982362411063,0.1020250065645171,-0.2399925468379718
P000070,10618,MO,GAIN,606456,40088,44472,48775,0.05089660706214546,0.06371827313355428,0.2246751213824322
P000071,10618,MO,DECLINE,5675,70762,63378,60119,0.08984099253970108,0.07853775217870118,-0.1344619295711449
P000071,10618,MO,GAIN,629732,2499,3700,4399,0.003172785398331209,0.005746728519005747,0.5940208630444483
P000072,10618,MO,DECLINE,546624,43347,38344,39925,0.05503430518665983,0.05215688477410876,-0.05370053004782686
P000072,10618,MO,GAIN,219123,52,1028,991,6.602034442305837e-05,0.001294614221944691,2.976005088279241
P000073,10619,MO,DECLINE,613225,65563,110979,40751,0.04558963418704524,0.02617713940670889,-0.5547938820673211
P000073,10619,MO,GAIN,190467,58043,113088,121986,0.04036055606239292,0.07835990595732106,0.6634594199870739
P000074,10619,MO,DECLINE,230146,121121,109679,97801,0.08422223025744865,0.06282423526086565,-0.2931179928846396
P000074,10619,MO,GAIN,428750,42783,47760,86733,0.02974942146369685,0.05571450595475159,0.6274308578904426
P000075,10619,MO,DECLINE,279437,29018,24183,25282,0.02017784428472887,0.01624034842041703,-0.2170863959123149
P000075,10619,MO,GAIN,362846,40243,31047,47789,0.02798321688435949,0.03069812557010162,0.09259666290280197
P000076,10619,MO,DECLINE,203821,129515,171713,113719,0.0900590496428651,0.07304944949060216,-0.2093289602236478
P000076,10619,MO,GAIN,249191,42161,41305,55079,0.02931690994859927,0.03538098847591762,0.1880101462762455
P000077,10634,NE,DECLINE,493109,17365,7878,6923,0.002885617064241496,0.001087973407120026,-0.9754220580251514
P000077,10634,NE,GAIN,490682,15898,19202,23292,0.002641839337017639,0.003660418402230196,0.3261020652989501
P000078,10634,NE,DECLINE,222808,367868,202786,194784,0.06113021469555951,0.03061097965224139,-0.6916474993835725
P000078,10634,NE,GAIN,6817,271330,288349,346019,0.04508807820562311,0.05437808325267432,0.1873433210731555
P000079,10634,NE,DECLINE,222807,91772,43927,49387,0.01525014968151861,0.007761337954273686,-0.6754345820658926
P000079,10634,NE,GAIN,207674,82910,99179,105313,0.01377751285898431,0.01655030238683104,0.1833666126567611
P000080,10634,NE,DECLINE,11938,269863,231770,220651,0.04484430047839925,0.0346760682152883,-0.2571467285716267
P000080,10634,NE,GAIN,520917,194862,234042,414892,0.03238106031512965,0.06520171353847203,0.6999120561496383
P000081,10634,NE,DECLINE,222806,39487,29540,32638,0.006561725368022112,0.005129174644169206,-0.2463088236294119
P000081,10634,NE,GAIN,419459,29989,28841,56509,0.004983401678061517,0.00888058490003547,0.577754696220332
P000082,10634,NE,DECLINE,247003,15369,15085,13138,0.002553933121815581,0.002064682164198021,-0.2126582726798962
P000082,10634,NE,GAIN,585364,13230,23435,28779,0.002198486251650734,0.004522719440055934,0.7213444028520536
P000083,10634,NE,DECLINE,8773,14552,13588,12765,0.002418168702495955,0.002006063923427291,-0.1868359640473765
P000083,10634,NE,GAIN,625461,12498,14578,15446,0.002076846649518585,0.002427392351058201,0.1559668651151798
P000084,10634,NE,DECLINE,453827,24369,19726,21385,0.004049502000489549,0.003360726753035065,-0.1864366645830571
P000084,10634,NE,GAIN,6814,28901,30789,36302,0.004802604018061819,0.005704984923482766,0.1721820660509105
P000085,10634,NE,DECLINE,465414,70886,61001,62414,0.01177943283707588,0.00980857608435495,-0.183097917167046
P000085,10634,NE,GAIN,207673,71362,77373,93924,0.01185853181332575,0.01476048162506736,0.2189058563008618
P000086,10634,NE,DECLINE,13029,351398,317234,311215,0.05839332364758614,0.04890851421303755,-0.1772500660853988
P000086,10634,NE,GAIN,7947,124279,153029,155901,0.02065197829696913,0.02450038164717885,0.1708775787408248
P000087,10634,NE,DECLINE,364855,59376,52820,53763,0.009866766415571731,0.008449041497471322,-0.155119179613883
P000087,10634,NE,GAIN,619208,63917,109964,113940,0.01062136400202267,0.0179060652906624,0.5222720538377307
P000088,10634,NE,DECLINE,3678,60185,56659,55456,0.01000120144033254,0.008715102306117026,-0.137647811823505
P000088,10634,NE,GAIN,493108,9761,10984,12063,0.001622027536081845,0.001895742194148328,0.1559334888654161
P000089,10634,NE,DECLINE,207753,53377,50569,49294,0.008869886670775604,0.007746722682446131,-0.1353921453096023
P000089,10634,NE,GAIN,473449,8442,10011,11256,0.001402843608196183,0.001768919351515675,0.2318674989267784
P000090,10634,NE,DECLINE,3697,180473,167234,169098,0.02998997802676968,0.02657433586554704,-0.1209173271080487
P000090,10634,NE,GAIN,644456,2355,6525,14102,0.0003913405232530219,0.002216178100130956,1.733961330303465
P000091,10667,OK,DECLINE,432299,59468,47303,41279,0.0397564924863251,0.0261144457884375,-0.4202845210521503
P000091,10667,OK,GAIN,567004,57033,72777,81765,0.03812860758681273,0.05172721383491829,0.3050191671320281
P000092,10667,OK,DECLINE,2713,79378,66795,60961,0.05306704211642419,0.03856592285929742,-0.3191870007056311
P000092,10667,OK,GAIN,469752,195402,193470,237099,0.1306332505685898,0.1499965837833461,0.1382187360872118
P000093,10667,OK,DECLINE,2680,38442,36790,35648,0.02569985679961171,0.02255209097764529,-0.1306576319548472
P000093,10667,OK,GAIN,572123,315620,313916,376445,0.2110032985560962,0.2381514219052873,0.1210329315368539
P000094,10677,PA,DECLINE,589086,45841,28192,29055,0.06136606118534047,0.03871202411057609,-0.4607066805963907
P000094,10677,PA,GAIN,222876,42651,51114,52833,0.05709569764219708,0.07039312923194171,0.2093668962131942
P000095,10677,PA,DECLINE,596383,40905,29477,27235,0.05475837640510355,0.03628710984861606,-0.4114677730762169
P000095,10677,PA,GAIN,570233,13969,14967,16708,0.01869990856870533,0.02226124587298246,0.174328678943322
P000096,10677,PA,DECLINE,222878,46829,43616,36368,0.06268866907895353,0.04845564938404513,-0.2575317809704467
P000096,10677,PA,GAIN,622333,5566,8049,10840,0.00745104811320881,0.01444289593387179,0.6618479539616079
P000097,10693,TN,DECLINE,6860,216831,187796,168478,0.4084715589589986,0.3442724787177087,-0.1709888556329772
P000097,10693,TN,GAIN,625094,11457,15181,17887,0.0215829777614513,0.03655077711525336,0.5267975102700785
P000098,10693,TN,DECLINE,360399,54369,44095,45038,0.1024216564469185,0.09203186111235988,-0.1069633454502171
P000098,10693,TN,GAIN,638353,6993,18793,12694,0.01317358501229196,0.0259392611785669,0.6775440073330071
P000099,1073,MO,DECLINE,442991,26326,20850,18046,0.04009387626426077,0.02854467401242008,-0.3397532418143772
P000099,1073,MO,GAIN,56262,46501,54404,55971,0.0708199247954262,0.08853341178926989,0.2232396303360841
P000100,1073,MO,DECLINE,290476,29832,22938,22206,0.04543343146377829,0.03512484933612991,-0.2573393716279158
P000100,1073,MO,GAIN,262129,55137,59265,58268,0.08397234884078653,0.09216674417353947,0.09311180905178451
P000101,1073,MO,DECLINE,56974,30810,28501,26380,0.046922902366553,0.04172716948064068,-0.117353416702878
P000101,1073,MO,GAIN,40098,66758,67541,69774,0.1016708573900145,0.1103666233260888,0.08206705586932618
P000102,10844,IL,DECLINE,223035,6233,5235,5085,0.02758172074890589,0.02048099114302861,-0.2976560669487932
P000102,10844,IL,GAIN,56219,10890,14847,16667,0.04818946557926924,0.06713012377204677,0.331492440992567
P000103,10844,IL,DECLINE,7692,6377,5855,6046,0.02821893682268135,0.02435163666681435,-0.1473942095984713
P000103,10844,IL,GAIN,540612,1377,2296,2208,0.006093378705477845,0.008893220932902098,0.3780865700457283
P000104,10886,IL,DECLINE,571757,62530,61611,54441,0.115980791666744,0.1009763589083476,-0.1385381690870143
P000104,10886,IL,GAIN,456813,19619,20479,23506,0.03638936753094274,0.04359857997648132,0.1807479493031663
P000105,10886,IL,DECLINE,290301,29451,26016,25741,0.05462578434954864,0.0477440248096063,-0.134652087895111
P000105,10886,IL,GAIN,290302,15814,18563,18020,0.02933184454530447,0.03342322858743272,0.1305773545626523
P000106,10907,KS,DECLINE,619293,9799,8574,7222,0.03384965076031311,0.02424132572057693,-0.3338698308836494
P000106,10907,KS,GAIN,241551,6236,7550,7031,0.02154162895614986,0.02360021616468795,0.09126857793626038
P000107,10907,KS,DECLINE,11545,14270,13044,12623,0.04929426638939362,0.04237029279574115,-0.1513602988032545
P000107,10907,KS,GAIN,6985,163929,173029,177687,0.5662760893445624,0.5964232128651555,0.0518687541380229
P000108,1095,MI,DECLINE,232195,14514,13809,12184,0.03844564526382708,0.02897137816161102,-0.2829370497435896
P000108,1095,MI,GAIN,419628,7017,7550,10209,0.01858709472345836,0.02427518053610365,0.2669869434362215
P000109,1095,MI,DECLINE,207096,24087,20795,20329,0.06380324221233312,0.04833873495136166,-0.2775708023122347
P000109,1095,MI,GAIN,740,272701,275752,318296,0.7223484848484848,0.75685109843468,0.04665884608947308
P000110,10956,MN,DECLINE,928,92512,79068,75004,0.2393899324361041,0.2024465029906502,-0.167618070041458
P000110,10956,MN,GAIN,366301,29393,31000,33305,0.07605919539188871,0.08989494936408196,0.1671298354527787
P000111,10956,MN,DECLINE,3426,23536,23102,21034,0.06090324984668093,0.05677376865107642,-0.07021213741623956
P000111,10956,MN,GAIN,432009,14873,15396,16166,0.03848632031652301,0.04363434173306558,0.1255416330461974
P000112,10956,MN,DECLINE,10009,26860,25323,24322,0.06950464356228118,0.06564855002051348,-0.05707805019127846
P000112,10956,MN,GAIN,241017,10557,10530,11497,0.02731796433682064,0.03103204422275485,0.1274758351090509
P000113,10958,MN,DECLINE,6781,57355,46248,46030,0.08519300809820034,0.06063951435692869,-0.3399726332164744
P000113,10958,MN,GAIN,5218,51780,53428,57512,0.07691210808691157,0.07576579947198962,-0.01501631995421461
P000114,10958,MN,DECLINE,5998,69337,65291,62088,0.1029906303287406,0.08179418134679531,-0.2304319080108067
P000114,10958,MN,GAIN,7015,118193,173108,226379,0.1755595363290139,0.2982296897807334,0.5298857369706484
P000115,110,AR,DECLINE,57196,87463,83572,68106,0.0126002195238502,0.005783622902283896,-0.7786839503029607
P000115,110,AR,GAIN,285149,57533,102369,203259,0.008288401150951532,0.01726093747240071,0.7335889131558987
P000116,110,AR,DECLINE,357261,167412,148098,141401,0.02411794645652231,0.01200790036128748,-0.6973914330135208
P000116,110,AR,GAIN,234445,55864,74519,101811,0.008047959291133026,0.008645881879781896,0.0716645692321899
P000117,110,AR,DECLINE,441438,8125,8030,7850,0.001170515345132032,0.0006666290750143686,-0.5629656149342834
P000117,110,AR,GAIN,234446,15653,17826,25652,0.00225502482428944,0.00217839095952466,-0.03457446913226894
P000118,110,AR,DECLINE,234437,13910,14379,13537,0.002003922270866039,0.001149574240569364,-0.5557147472445018
P000118,110,AR,GAIN,582666,18216,27328,39071,0.002624259387929242,0.00331794453374349,0.2345467565509362
P000119,110,AR,DECLINE,437775,15270,15501,15457,0.002199848531712754,0.001312622371018738,-0.516361562573159
P000119,110,AR,GAIN,362541,21282,25489,37422,0.003065957855396912,0.003177909967539835,0.03586370323970121
P000120,110,AR,DECLINE,234443,16895,17137,17124,0.002433951600739161,0.001454185513445357,-0.5150701503963531
P000120,110,AR,GAIN,429327,21337,29016,35269,0.003073881343887036,0.002995075267093219,-0.02597168229721448
P000121,110,AR,DECLINE,234442,34691,33088,35749,0.004997704349289271,0.003035837299705562,-0.4984914091093799
P000121,110,AR,GAIN,466032,33455,40838,56214,0.004819641953402109,0.004773743544313085,-0.009568834550473663
P000122,110,AR,DECLINE,457602,31474,25371,32476,0.004534252304330532,0.002757891189830145,-0.4971938716912719
P000122,110,AR,GAIN,453965,30743,40709,51886,0.004428941939125423,0.004406205883591787,-0.005146740309874614
P000123,110,AR,DECLINE,361763,35296,33489,36637,0.00508486272268064,0.003111247060038398,-0.4912444028593837
P000123,110,AR,GAIN,470119,36412,51485,79992,0.005245637507316621,0.006792992734847054,0.2584948205177064
P000124,110,AR,DECLINE,580575,117484,115492,122756,0.01692514766861436,0.01042455015700176,-0.4846369272951253
P000124,110,AR,GAIN,579105,41225,55304,68579,0.005939014781916063,0.00582379048858731,-0.01959192154064347
P000125,110,AR,DECLINE,452338,59004,51497,62896,0.008500318452205589,0.005341185006637418,-0.4646560880510974
P000125,110,AR,GAIN,433574,39627,60668,68139,0.005708801425421173,0.005786425292025995,0.0135056138347532
P000126,110,AR,DECLINE,360861,62241,68941,67786,0.00896665176570619,0.005756448213875668,-0.4431916811430061
P000126,110,AR,GAIN,423396,39492,56837,69803,0.005689352862763595,0.005927733671748786,0.04104545052540615
P000127,110,AR,DECLINE,9806,38588,40146,42257,0.005559119524671366,0.00358850252520792,-0.4377047452680446
