analysis,n_airport_days,airports,dates,beta_log1p_precip,se,t,df,p_two_sided,ci95_low,ci95_high,delta_0_to_10mm_minutes,volume_gamma,baseline_rmse,weather_rmse,fe_iterations,fe_last_change,g_first,g_second,g_intersection,gate,source_rows,relevant_source_rows,negative_delay_rows,nonfinite_delay_rows,monthly_header_consistent
PRIMARY_T_TRACE_0_DIVERTED_INCLUDED,91687,255,365,4.892129968812057,0.2912577258328752,16.7965672149043,254,4.3064584918276795e-43,4.318542282873252,5.465717654750862,11.730815326129672,5.326426281902106,36.90610734631971,36.666737419531316,8,9.103828801926284e-15,255,365,91687,PASS_US_AIR_E01_POSITIVE_MATERIAL_PRECIPITATION_DELAY_ASSOCIATION,7736770,6726149,0,0,True
