airport_id,origin_codes,station_ids,unique_station_count,usable_assigned_days,minimum_month_usable_days,assignment_gap_days,assignment_ambiguous_days,weather_missing_days,weather_suspect_days,weather_erroneous_days,weather_ambiguous_days,weather_unparsed_days,usable_m01,usable_m02,usable_m03,usable_m04,usable_m05,usable_m06,usable_m07,usable_m08,usable_m09,usable_m10,usable_m11,usable_m12,stage_a_qualified
11977,GRB,USW00014898,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
11980,GRI,USW00014935,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
11982,GRK,USW00003902,1,363,28,0,0,2,0,0,0,0,31,28,31,30,31,30,29,31,30,31,30,31,True
11986,GRR,USW00094860,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
11995,GSO,USW00013723,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
11996,GSP,USW00003870,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12003,GTF,USW00024143,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12007,GTR,USW00053893,1,362,28,0,0,3,0,0,0,0,31,28,30,30,31,29,31,31,30,31,29,31,True
12119,HGR,USW00093706,1,362,28,0,0,3,0,0,0,0,31,28,31,30,30,30,31,31,30,29,30,31,True
12129,HIB,USW00094931,1,303,0,0,0,62,0,0,0,0,31,28,30,30,31,30,31,31,30,31,0,0,False
12156,HLN,USW00024144,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12191,HOU,USW00012918,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12206,HRL,USW00012904,1,363,28,0,0,1,0,1,0,0,31,28,30,30,30,30,31,31,30,31,30,31,True
12217,HSV,USW00003856,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12223,HTS,USW00003860,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12264,IAD,USW00093738,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12266,IAH,USW00012960,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12278,ICT,USW00003928,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12280,IDA,USW00024145,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12323,ILM,USW00013748,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12335,IMT,USW00094893,1,346,22,0,0,19,0,0,0,0,31,28,31,29,31,30,31,31,29,27,26,22,True
12339,IND,USW00093819,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12343,INL,USW00014918,1,362,28,0,0,3,0,0,0,0,31,28,30,29,30,30,31,31,30,31,30,31,True
12391,ISP,USW00004781,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12441,JAC,USW00024166,1,356,25,0,0,9,0,0,0,0,31,26,31,30,31,30,31,31,30,25,29,31,True
12448,JAN,USW00003940,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12451,JAX,USW00013889,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12478,JFK,USW00094789,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12511,JLN,USW00013987,1,364,28,0,0,1,0,0,0,0,31,28,31,30,31,30,30,31,30,31,30,31,True
12559,JST,USW00004726,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12758,KOA,USW00021510,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12884,LAN,USW00014836,1,361,28,0,0,4,0,0,0,0,31,28,31,28,31,30,31,31,30,31,29,30,True
12888,LAR,USW00024022,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12889,LAS,USW00023169,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12891,LAW,USW00003950,1,362,27,0,0,1,0,2,0,0,29,27,31,30,31,30,31,31,30,31,30,31,True
12892,LAX,USW00023174,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12896,LBB,USW00023042,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12899,LBF,USW00024023,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12902,LBL,USW00023020,1,173,0,0,0,192,0,0,0,0,31,28,29,30,15,19,7,0,0,14,0,0,False
12945,LEX,USW00093820,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12951,LFT,USW00013976,1,364,28,0,0,1,0,0,0,0,31,28,31,30,31,30,31,31,29,31,30,31,True
12953,LGA,USW00014732,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12954,LGB,USW00023129,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
12992,LIT,USW00013963,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
13029,LNK,USW00014939,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
13076,LSE,USW00014920,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
13127,LWS,USW00024149,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
13139,LYH,USW00013733,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
13158,MAF,USC00415893,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
13184,MBS,USW00014845,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
13198,MCI,USW00003947,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
13204,MCO,USW00012815,1,365,28,0,0,0,0,0,0,0,31,28,31,30,31,30,31,31,30,31,30,31,True
